	wl	a_mean	a_std	a_median	a_var	a_IQR
0	412.0	9.46566654605	0.0214233443717	9.46381	0.00045895968407	0.022445
1	440.0	5.72040371711	0.0176838711638	5.71764	0.000312719299339	0.021305
2	488.0	2.71316184211	0.0210785277609	2.7093	0.000444304332569	0.0211225
3	510.0	2.05791717105	0.0211659611821	2.053625	0.000447997912763	0.02159
4	532.0	1.58628559211	0.0193773753526	1.58338	0.000375482675556	0.0188525
5	555.0	1.22779371711	0.0192727608614	1.223555	0.00037143931122	0.0214475
6	650.0	0.513695427632	0.0216661746487	0.51058	0.000469423123909	0.020945
7	676.0	0.466701578947	0.0186513455431	0.464085	0.000347872690568	0.0213175
8	715.0	0.318914440789	0.0173721377304	0.316915	0.000301791169323	0.0192
