wl	a_mean	a_std	a_median	a_var	a_IQR
412.0	0.7855668869565219	0.005171655954285684	0.78588	2.674602530949857e-05	0.00719000000000003
440.0	0.49119473043478257	0.0032779826520177384	0.49101000000000006	1.0745170266929245e-05	0.004779999999999951
488.0	0.2902578782608694	0.0025290863410222697	0.29022	6.396277720345412e-06	0.0035099999999999576
510.0	0.2342794434782609	0.002081348489905973	0.23431999999999997	4.332011536433873e-06	0.002934999999999993
532.0	0.220809408695652	0.002111151987885318	0.2207	4.456962715952131e-06	0.0030000000000000027
555.0	0.1807402260869566	0.0021545657179849946	0.18064000000000002	4.642153433116195e-06	0.0030050000000000077
650.0	0.11209521739130437	0.0016601181414584493	0.11208	2.7559922435994557e-06	0.0023350000000000037
676.0	0.12257693913043474	0.0016295574594686882	0.12254000000000001	2.655457513710045e-06	0.0021900000000000114
715.0	0.08152669565217394	0.0015463118545306115	0.08152000000000001	2.3910803514618988e-06	0.002239999999999992
