wl	c_mean	c_std	c_median	c_var	c_IQR
412.0	1.3101343478260874	0.005166103132739401	1.31106	2.6688621578099856e-05	0.0061475000000001945
440.0	0.8386572173913045	0.004883627941382243	0.839555	2.3849821869849366e-05	0.005202499999999888
488.0	0.5257431521739128	0.004776328461440225	0.5266599999999999	2.281331357156395e-05	0.005862499999999993
510.0	0.42853602173913025	0.00446513036202227	0.42954	1.993738914985313e-05	0.004814999999999958
532.0	0.4326664782608699	0.004585777267560487	0.43352	2.1029353147674523e-05	0.005159999999999942
555.0	0.3468221956521737	0.004403812094517144	0.347665	1.9393560963815474e-05	0.004517499999999952
650.0	0.2690224347826084	0.004577404596370601	0.26968499999999995	2.0952632838874703e-05	0.00621250000000001
676.0	0.2656178695652176	0.004116631264480601	0.26627	1.6946652967699154e-05	0.005075000000000052
715.0	0.2593300434782606	0.0044218102246244735	0.259965	1.955240566259354e-05	0.005692499999999989
