	wl	corrected
0	412.0	0.63224059232
1	440.0	0.4700054649
2	488.0	0.27570601114
3	510.0	0.21185326265
4	532.0	0.154015707494
5	555.0	0.125605119851
6	650.0	0.065495277126
7	676.0	0.072089735671
8	715.0	0.004287627305
