	wl	corrected
0	412.0	0.82618570316
1	440.0	0.54991481442
2	488.0	0.31250923777
3	510.0	0.22532850306
4	532.0	0.16396675382
5	555.0	0.10448335144
6	650.0	0.091778717936
7	676.0	-0.050574705599
8	715.0	0.040729594092
