	wl	corrected
0	412.0	23.8813124277
1	440.0	23.1369825627
2	488.0	22.1858942394
3	510.0	21.4092370488
4	532.0	21.2200802564
5	555.0	20.9124990903
6	650.0	20.6105374753
7	676.0	18.9832794362
8	715.0	19.6270758664
