	wl	corrected
0	412.0	15.956721732
1	440.0	14.8791641438
2	488.0	13.3053658033
3	510.0	12.6897606577
4	532.0	12.0618009388
5	555.0	11.5076837811
6	650.0	9.89756436119
7	676.0	9.55994830756
8	715.0	8.91261869882
