	wl	corrected
0	412.0	5.16068637261
1	440.0	4.77750255061
2	488.0	4.00543955437
3	510.0	3.71526625634
4	532.0	3.39776033706
5	555.0	3.15575396822
6	650.0	2.39679948787
7	676.0	2.23408020163
8	715.0	1.99799812491
