	wl	corrected
0	412.0	-6.90182721977
1	440.0	-6.75495090664
2	488.0	-7.15855538133
3	510.0	-7.19061145101
4	532.0	-7.27457765712
5	555.0	-6.88821644291
6	650.0	-7.67848844246
7	676.0	-7.12938581818
8	715.0	-7.61263148888
