	wl	corrected
0	412.0	2.18253292492
1	440.0	1.86506172803
2	488.0	1.29209753936
3	510.0	1.11244749958
4	532.0	0.934224042716
5	555.0	0.812657274485
6	650.0	0.603464037453
7	676.0	0.618950006246
8	715.0	0.454804545994
