	wl	corrected
0	412.0	3.45825436872
1	440.0	2.80160698582
2	488.0	2.03317861184
3	510.0	1.80321393695
4	532.0	1.53367239062
5	555.0	1.37766948781
6	650.0	0.8619593849
7	676.0	0.81511023121
8	715.0	0.7221725995
