	wl	corrected
0	412.0	0.19311539245
1	440.0	-0.00332984757
2	488.0	-0.23706108505
3	510.0	-0.32043273528
4	532.0	-0.4213030206
5	555.0	-0.46009667024
6	650.0	-0.61617033814
7	676.0	-0.67270122705
8	715.0	-0.745644829941
