	wl	corrected
0	412.0	-2.20440196994
1	440.0	-2.24371650719
2	488.0	-2.38116854303
3	510.0	-2.39653867651
4	532.0	-2.46809886545
5	555.0	-2.44279242699
6	650.0	-2.49744559058
7	676.0	-2.44346528343
8	715.0	-2.45300317461
