	wl	corrected
0	412.0	6.5549830496
1	440.0	6.0081077559
2	488.0	5.3522132682
3	510.0	5.0168655451
4	532.0	4.7402594537
5	555.0	4.63256076343
6	650.0	4.36329312172
7	676.0	4.35383553111
8	715.0	3.94805509529
