	wl	corrected
0	412.0	1.33635336095
1	440.0	1.15982184451
2	488.0	0.95331718973
3	510.0	0.880497082528
4	532.0	0.815029388274
5	555.0	0.761983049735
6	650.0	0.60994496088
7	676.0	0.583059707441
8	715.0	0.534546832828
