	wl	c_mean	c_std	c_median	c_IQR
0	412.0	8.51029879464	0.00709683282371	8.50908	0.0078225
1	440.0	5.05977087054	0.00530832476102	5.05839	0.0047775
2	488.0	2.35775799107	0.0041608241074	2.35697	0.0045
3	510.0	1.76693100446	0.00383981037703	1.766245	0.003475
4	532.0	1.39850649554	0.00406171677647	1.39773	0.00425
5	555.0	1.05855953125	0.00358449962859	1.05798	0.0036875
6	650.0	0.440260200893	0.00326290015312	0.43995	0.003675
7	676.0	0.382629397321	0.00317961577226	0.382105	0.0033125
8	715.0	0.308545111607	0.00315357330595	0.30841	0.00358
