	wl	a_mean	a_std	a_median	a_IQR
0	412.0	9.13109698661	0.250918382608	9.138125	0.01314
1	440.0	5.37408160714	0.0531215504714	5.37522	0.00475
2	488.0	2.40126810268	0.0159936717692	2.40134	0.0037975
3	510.0	1.77314866071	0.0120771600952	1.77245	0.0032275
4	532.0	1.33430560268	0.0184638616642	1.333625	0.00337
5	555.0	0.99536359375	0.0196812452723	0.995085	0.003585
6	650.0	0.316767522321	0.0225406564793	0.316415	0.002515
7	676.0	0.2577284375	0.0255267518798	0.2572	0.002815
8	715.0	0.153458638393	0.0238308637448	0.15325	0.0023825
