	wl	c_mean	c_std	c_median	c_IQR
0	412.0	3.63895570297	0.00659871382601	3.6393	0.01104
1	440.0	2.208588	0.00622629416649	2.21014	0.01095
2	488.0	1.15940770297	0.00502438358682	1.1604	0.00827
3	510.0	0.908504633663	0.00489424734336	0.90973	0.00874
4	532.0	0.788634316832	0.00494244308309	0.78923	0.0087
5	555.0	0.63129380198	0.004944110955	0.63217	0.00875
6	650.0	0.385331663366	0.0042327712888	0.38601	0.00723
7	676.0	0.360867663366	0.00473011406344	0.36195	0.00808
8	715.0	0.32022449505	0.00421848302124	0.32083	0.00724
