	wl	c_mean	c_std	c_median	c_IQR
0	412.0	1.60421793201	0.00317396851103	1.60413	0.0046
1	440.0	1.0844831728	0.0025863672567	1.08455	0.00417
2	488.0	0.716288356941	0.00247000853825	0.7162	0.00381
3	510.0	0.606681246459	0.00253552321768	0.60678	0.00383
4	532.0	0.591023399433	0.00242806151677	0.5912	0.00403
5	555.0	0.500515042493	0.00234077700797	0.5006	0.00374
6	650.0	0.387527875354	0.00263530041118	0.3877	0.00403
7	676.0	0.380833087819	0.0021776450311	0.38092	0.00314
8	715.0	0.349220113314	0.00258054290638	0.34927	0.00393
