wl,mean,Temp,ID,Site,Sample_Type,Analysis_Type,Date,Rep
555.0,-0.1527924645892352,26.2,AC9_071119_sea_cal_c_1_T26_2,sea,cal,c,071119,1
650.0,-0.13767100566572232,26.2,AC9_071119_sea_cal_c_1_T26_2,sea,cal,c,071119,1
676.0,-0.12346114730878187,26.2,AC9_071119_sea_cal_c_1_T26_2,sea,cal,c,071119,1
715.0,-0.11534416430594885,26.2,AC9_071119_sea_cal_c_1_T26_2,sea,cal,c,071119,1
412.0,-0.5067074528301886,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
440.0,-0.3090013679245284,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
488.0,-0.1715122641509434,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
510.0,-0.13165228773584906,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
532.0,-0.113314103773585,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
555.0,-0.12218042452830205,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
650.0,-0.11446235849056613,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
676.0,-0.10080912735849057,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
715.0,-0.09265992924528307,24.7,AC9_071119_sea_cal_c_2_T24_7,sea,cal,c,071119,2
412.0,-0.4715303225806456,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
440.0,-0.27593823588709704,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
488.0,-0.13695706653225811,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
510.0,-0.08466266129032249,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
532.0,-0.0430825100806452,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
555.0,-0.058968034274193636,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
650.0,0.017770756048387085,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
676.0,-0.02860603830645155,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
715.0,-0.0032097983870967802,24.7,AC9_071119_sea_cal_c_3_T24_7,sea,cal,c,071119,3
412.0,7.659561803278684,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
440.0,5.041905914249688,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
488.0,2.9468304539722547,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
510.0,2.4053747414880218,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
532.0,1.98316950819672,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
555.0,1.6606084615384606,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
650.0,0.9833651702395959,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
676.0,0.9223942370743996,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
715.0,0.752207679697351,15.9,AC9_071319_lim_fil_a_1_T15_9,lim,fil,a,071319,1
412.0,7.969875911330056,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
440.0,5.332291970443354,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
488.0,3.216451034482761,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
510.0,2.6651605665024656,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
532.0,2.2363218965517246,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
555.0,1.9056920689655177,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
650.0,1.2095444827586208,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
676.0,1.1450874384236451,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
715.0,0.9509178571428568,11.0,AC9_071319_lim_fil_a_3_T11_0,lim,fil,a,071319,3
412.0,9.832413190416153,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
440.0,7.199341967213112,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
488.0,4.898086330390923,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
510.0,4.265549356872632,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
532.0,3.746178978562424,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
555.0,3.288093430012605,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
650.0,2.186545170239596,15.9,AC9_071319_lim_fil_c_1_T15_9,lim,fil,c,071319,1
