,lake_name,mean,stdev,wavelengths
0,cbdock,0.02715323872522134,0.0042403476558334425,350.0
1,cbdock,0.02599850964958016,0.004211280349601249,351.0
2,cbdock,0.026189548157854715,0.003954724600249761,352.0
3,cbdock,0.02567855710990996,0.004122235965995213,353.0
4,cbdock,0.025462241436731186,0.004297626382175937,354.0
5,cbdock,0.02616000606795117,0.004169062896439828,355.0
6,cbdock,0.026475791439811002,0.004014669591303248,356.0
7,cbdock,0.026407317111157652,0.004035023003665434,357.0
8,cbdock,0.026086002233063392,0.004155659115079143,358.0
9,cbdock,0.02582011783160717,0.004233586713422224,359.0
10,cbdock,0.026271791779458292,0.00424467750033082,360.0
11,cbdock,0.026182213204745942,0.004165457443429989,361.0
12,cbdock,0.025853669533142738,0.004125772566996583,362.0
13,cbdock,0.026094274989289207,0.004225025669625348,363.0
14,cbdock,0.026035985575341758,0.004238305992690712,364.0
15,cbdock,0.025817287435197678,0.004182473903717301,365.0
16,cbdock,0.02556184823909268,0.004080650357135845,366.0
17,cbdock,0.02532963970599634,0.003961450454406114,367.0
18,cbdock,0.02528400729775051,0.004019510705081987,368.0
19,cbdock,0.025243976268299034,0.004056473203016189,369.0
20,cbdock,0.025202033225051556,0.003976233726031965,370.0
21,cbdock,0.025485048131671333,0.003915625666741938,371.0
22,cbdock,0.025421272213276214,0.003946995271652163,372.0
23,cbdock,0.025360023964811233,0.003966229677409859,373.0
24,cbdock,0.02554980749601557,0.003916516747675615,374.0
25,cbdock,0.025207458728572114,0.003984715688841203,375.0
26,cbdock,0.025001936287933124,0.003996347864210126,376.0
27,cbdock,0.025040803973989677,0.003974096087405839,377.0
28,cbdock,0.025116328337179666,0.004005648050546333,378.0
29,cbdock,0.0247025556392206,0.0039591423679267755,379.0
30,cbdock,0.024600072956354153,0.003892869913215523,380.0
31,cbdock,0.024797847205473695,0.00383762258123091,381.0
32,cbdock,0.02463011947400149,0.0037770359439231395,382.0
33,cbdock,0.024803606152076947,0.00383962468401228,383.0
34,cbdock,0.024945513702700702,0.003884686284769606,384.0
35,cbdock,0.024857797940293098,0.0038329873439406836,385.0
36,cbdock,0.024815488880821763,0.0037475485398090645,386.0
37,cbdock,0.024703605673295315,0.0037459609864498233,387.0
38,cbdock,0.024507991671215024,0.003794779698367745,388.0
39,cbdock,0.02429226249636592,0.0038230534234562586,389.0
40,cbdock,0.02423411236781462,0.0037825128502511564,390.0
41,cbdock,0.024494044615016485,0.00377441601374469,391.0
42,cbdock,0.024683868345373464,0.003783838038419905,392.0
43,cbdock,0.024396226569648162,0.003758342910340606,393.0
44,cbdock,0.02437493816856639,0.003720051176096945,394.0
45,cbdock,0.02415246115145792,0.0037511138427137806,395.0
46,cbdock,0.023986427438795997,0.003801075525238423,396.0
47,cbdock,0.024506699094232164,0.003744916105688934,397.0
48,cbdock,0.02431526196007234,0.0037480006342707002,398.0
49,cbdock,0.024024310018121435,0.003734910610903812,399.0
50,cbdock,0.02400883583570397,0.003694353295152237,400.0
51,cbdock,0.024006116526040337,0.003765840436924413,401.0
52,cbdock,0.02408038809720194,0.0037606679634452685,402.0
53,cbdock,0.024044568962850277,0.0037143914356498756,403.0
54,cbdock,0.023844915080615987,0.003692663277838288,404.0
55,cbdock,0.023932583338477316,0.0037099512367716595,405.0
56,cbdock,0.023987278202523943,0.0037021809214217273,406.0
57,cbdock,0.024030962939088078,0.003656809107747479,407.0
58,cbdock,0.024155577620603934,0.0036017017095377585,408.0
59,cbdock,0.02387590924186042,0.0036515638207601435,409.0
60,cbdock,0.023818294192877936,0.003661082391508993,410.0
61,cbdock,0.02397714352948333,0.0036304926947825396,411.0
62,cbdock,0.023750695220672642,0.0036993982812829475,412.0
63,cbdock,0.0238984188201434,0.0036950361489971177,413.0
64,cbdock,0.023951916458048894,0.0036252853994644834,414.0
65,cbdock,0.023709040554294146,0.0035625927150726862,415.0
66,cbdock,0.023848952349796764,0.0036501750642359246,416.0
67,cbdock,0.0238584189715099,0.003656755084375343,417.0
68,cbdock,0.023758100593421743,0.0036100029615855882,418.0
69,cbdock,0.023699222270730493,0.0035983211529549974,419.0
70,cbdock,0.023663626804675132,0.0035896572695214976,420.0
71,cbdock,0.023723403862130073,0.0036020611963855933,421.0
72,cbdock,0.023781502792547777,0.0036235051326062445,422.0
73,cbdock,0.023673147077346874,0.0036230709019567987,423.0
74,cbdock,0.02363513088621862,0.0036019677409995362,424.0
75,cbdock,0.023658450703578898,0.003579281283283101,425.0
76,cbdock,0.0236862163197974,0.0035675224994385158,426.0
77,cbdock,0.023638858286206092,0.00356846665776139,427.0
78,cbdock,0.02365017714854983,0.003550400740672203,428.0
79,cbdock,0.023731770471217127,0.003538190655605736,429.0
80,cbdock,0.023829115292307364,0.0035540660374649537,430.0
81,cbdock,0.023801444384311143,0.003584123115302969,431.0
82,cbdock,0.023782765543927085,0.0035790534282737875,432.0
83,cbdock,0.023774434841437302,0.0035389057003235953,433.0
84,cbdock,0.02371593264233278,0.003495796744589507,434.0
85,cbdock,0.023539654276108955,0.0035041270533305996,435.0
86,cbdock,0.023460109624706627,0.0035271198620640248,436.0
87,cbdock,0.023515195895977347,0.0035320322763287954,437.0
88,cbdock,0.02356023938895047,0.0035011703213546595,438.0
89,cbdock,0.023606777477503404,0.003524847693954579,439.0
90,cbdock,0.023578593529058965,0.0035419672271560804,440.0
91,cbdock,0.023481563066198148,0.003513764022724194,441.0
92,cbdock,0.02352248636395379,0.0035031245906558227,442.0
93,cbdock,0.023530035635848604,0.003516498107033999,443.0
94,cbdock,0.02352732718048458,0.003530129458147627,444.0
95,cbdock,0.023571267661517237,0.0035207705876444196,445.0
96,cbdock,0.023541480411339223,0.003533459657305397,446.0
97,cbdock,0.02354596428073638,0.003529368953302082,447.0
98,cbdock,0.023572530107760246,0.0035125271527185063,448.0
99,cbdock,0.023516078522276662,0.003521966913585337,449.0
100,cbdock,0.023519341015670304,0.003542260199462853,450.0
101,cbdock,0.02350861450735089,0.003544139371916483,451.0
102,cbdock,0.023471119523163365,0.003521724059795933,452.0
103,cbdock,0.023586482625706305,0.003518597369920891,453.0
104,cbdock,0.023616774341084765,0.0035270557433947696,454.0
105,cbdock,0.02358344655641271,0.003538282596696293,455.0
106,cbdock,0.023581598633846658,0.0035436985549258926,456.0
107,cbdock,0.023612713417741484,0.0035365553357043283,457.0
108,cbdock,0.023641267881527837,0.00352738967594676,458.0
109,cbdock,0.0236712376957869,0.0035185065860870455,459.0
110,cbdock,0.023726565383249458,0.0035074381655267914,460.0
111,cbdock,0.023661049532309256,0.0035352227702876355,461.0
112,cbdock,0.023588428552342548,0.003540807708997927,462.0
113,cbdock,0.023595115324054637,0.0035057728424849935,463.0
114,cbdock,0.02365362976908211,0.0035162832794193603,464.0
115,cbdock,0.023649442427421147,0.003524687376695868,465.0
116,cbdock,0.023599459245632764,0.0035194312153465097,466.0
117,cbdock,0.023566284299920286,0.0035052353117515835,467.0
118,cbdock,0.02358219705392261,0.0035068736015885244,468.0
119,cbdock,0.02363387628894075,0.003522959329519875,469.0
120,cbdock,0.023704563590846904,0.003535996911558671,470.0
121,cbdock,0.023770062438387744,0.003522661745799679,471.0
122,cbdock,0.023742306029946786,0.003528707091448386,472.0
123,cbdock,0.023704010187306754,0.003535119674378175,473.0
124,cbdock,0.02371012377305351,0.0035351928363051613,474.0
125,cbdock,0.023722621294702304,0.0035605224022280525,475.0
126,cbdock,0.02375720551420486,0.003577424352778073,476.0
127,cbdock,0.023750653562830563,0.0035680578403604877,477.0
128,cbdock,0.023675917236164933,0.003535619254632051,478.0
129,cbdock,0.02375476343050247,0.0035348283227551293,479.0
130,cbdock,0.02379058594859185,0.003541192812996067,480.0
131,cbdock,0.023738994046105737,0.0035391952721198225,481.0
132,cbdock,0.02368570503189617,0.0035234060344817466,482.0
133,cbdock,0.023711833841022434,0.0034972576960706644,483.0
134,cbdock,0.02379420761572159,0.0034856288071761356,484.0
135,cbdock,0.023875356243692775,0.003500558667762729,485.0
136,cbdock,0.023864769246889565,0.0035234670151601355,486.0
137,cbdock,0.023883532791644322,0.0035131972520094936,487.0
138,cbdock,0.023892857018180384,0.003502834501986234,488.0
139,cbdock,0.023843439555840343,0.00353024935810725,489.0
140,cbdock,0.023877902318787638,0.0035348753541184384,490.0
141,cbdock,0.02391753113573514,0.0035258055635856854,491.0
142,cbdock,0.023947428489418256,0.0035126703984108107,492.0
143,cbdock,0.024002634852101013,0.0035050762181513054,493.0
