412.0	440.0	488.0	510.0	532.0	555.0	650.0	676.0	715.0
9.82907	6.30079	3.51968	2.80386	2.34016	1.93782	1.14664	1.05929	0.96486
9.82309	6.33403	3.48948	2.85948	2.38654	1.97987	1.18793	1.05903	0.93757
9.84972	6.3581	3.48744	2.8108	2.40659	1.95613	1.16777	1.08852	0.9113
9.82907	6.32879	3.48175	2.83253	2.39374	2.00055	1.14385	1.07924	0.94248
9.822	6.30598	3.43828	2.80253	2.41037	1.96664	1.13004	1.04721	0.90241
9.79484	6.30941	3.46753	2.78177	2.36099	1.96479	1.13689	1.04838	0.94045
9.87563	6.34273	3.47762	2.77695	2.3559	1.94199	1.12833	1.04824	0.92354
9.79732	6.33188	3.46665	2.78209	2.38124	1.96769	1.15995	1.06204	0.93564
9.8226	6.33266	3.51363	2.83069	2.38284	1.98557	1.21311	1.07653	0.9312
9.83068	6.33055	3.50215	2.80852	2.41602	1.97746	1.18436	1.06931	0.94269
9.83527	6.32269	3.47592	2.81187	2.3665	1.96242	1.14045	1.06268	0.90025
9.83118	6.29977	3.47657	2.78427	2.34875	1.96553	1.16139	1.06806	0.94285
9.81643	6.32096	3.4809	2.79845	2.35765	1.96506	1.15284	1.02212	0.93216
9.80438	6.27943	3.45669	2.82569	2.36764	1.95341	1.1591	1.055	0.89296
9.82978	6.31824	3.46417	2.80437	2.37132	1.94704	1.14996	1.03178	0.912
9.85704	6.35494	3.4805	2.81341	2.3684	1.97271	1.16864	1.07101	0.95532
9.83626	6.34724	3.49581	2.81462	2.41078	1.99829	1.15866	1.10742	0.97593
9.85624	6.34587	3.48803	2.83877	2.37001	1.9369	1.16391	1.09117	0.96129
9.8556	6.33027	3.48805	2.7923	2.37368	1.96197	1.1569	1.07687	0.9601
9.82136	6.32777	3.51549	2.83057	2.37016	1.958	1.1801	1.04487	0.96765
9.8432	6.34925	3.52593	2.87588	2.42279	2.00281	1.24372	1.06903	0.94635
9.82654	6.36876	3.47985	2.83514	2.44633	2.04157	1.20863	1.10417	0.95422
9.8633	6.3301	3.462	2.83947	2.39057	1.97048	1.17072	1.07914	0.95105
9.83991	6.37445	3.50051	2.80427	2.38564	1.98153	1.17761	1.08203	0.96958
9.8576	6.35565	3.51634	2.84574	2.41552	2.00671	1.21916	1.12012	1.00244
9.8535	6.31215	3.47811	2.90662	2.42222	1.96749	1.17395	1.07875	0.92033
9.88473	6.34267	3.51436	2.82449	2.379	1.9644	1.16503	1.06928	0.94622
9.9207	6.38108	3.57859	2.83923	2.38527	1.99099	1.17179	1.08565	0.96451
10.15861	6.66122	3.82882	2.94351	2.49277	2.11837	1.35825	1.39129	1.17458
10.35948	6.92554	4.02921	3.24236	2.84097	2.50886	1.79798	1.47078	1.50867
10.42156	6.91237	4.02325	3.50957	2.94634	2.70266	1.92702	1.7659	1.70625
10.15954	6.61028	3.72423	3.30334	2.93384	2.56673	1.63005	1.42935	1.31228
10.05462	6.47121	3.69229	3.07852	2.62752	2.23902	1.44238	1.27326	1.16237
9.91314	6.38443	3.51972	3.00652	2.52024	2.08904	1.2467	1.12739	1.00586
9.82211	6.32174	3.48973	2.85053	2.37553	1.98296	1.16696	1.07437	0.91379
