wl,mean,Temp,ID,Site,Sample_Type,Analysis_Type,Date,Rep
555.0,0.3606116501650165,15.1,AC9_071718_9mi_fil_a_3_T15_1,9mi,fil,a,071718,3
650.0,0.1171008778877887,15.1,AC9_071718_9mi_fil_a_3_T15_1,9mi,fil,a,071718,3
676.0,0.09451947854785482,15.1,AC9_071718_9mi_fil_a_3_T15_1,9mi,fil,a,071718,3
715.0,0.07869165016501653,15.1,AC9_071718_9mi_fil_a_3_T15_1,9mi,fil,a,071718,3
412.0,8.427307441296174,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
440.0,7.414527545232093,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
488.0,6.669648065066206,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
510.0,6.427984180155576,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
532.0,6.35424281814436,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
555.0,6.126962121503273,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
650.0,5.728351227499875,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
676.0,5.4790125583947145,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
715.0,5.2735102017412805,15.4,AC9_071718_9mi_fil_c_1_T15_4,9mi,fil,c,071718,1
412.0,3.828263852542375,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
440.0,2.268558534745764,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
488.0,1.070914448728815,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
510.0,0.821429849152542,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
532.0,0.6321015682203395,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
555.0,0.5136036110169498,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
650.0,0.25046366610169485,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
676.0,0.21215319152542406,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
715.0,0.19664943008474586,15.4,AC9_071718_9mi_fil_c_2_T15_4,9mi,fil,c,071718,2
412.0,3.809042855512672,15.1,AC9_071718_9mi_fil_c_3_T15_1,9mi,fil,c,071718,3
