WetView ver 7.1	08-16-2018	12:15:25
AC9 Absorption and Attenuation Meter
00000266		; Serial number
2	; structure version number
Reserved
0.000000	0.000000		; Depth calibration
19200			; Baud rate
0.100000			; Path length (meters)
31			; number of temperature calibration bins
				12.59339	13.44920	14.48425	15.49668	16.50852	17.49564	18.50545	19.52458	20.50176	21.48889	22.47318	23.48707	24.50962	25.49370	26.49784	27.51372	28.50746	29.47237	30.47938	31.50214	32.50470	33.49235	34.50337	35.50914	36.50618	37.52058	38.51018	39.51308	40.49994	41.49866	42.47204	; temperature bins
a650	Blue	20.34952		-0.00383	-0.00415	-0.00430	-0.00391	-0.00363	-0.00317	-0.00269	-0.00237	-0.00179	-0.00130	-0.00099	-0.00071	-0.00015	0.00000	0.00004	-0.00001	0.00015	0.00036	0.00058	0.00101	0.00161	0.00132	0.00160	0.00169	0.00242	0.00273	0.00336	0.00365	0.00427	0.00566	0.00670		; offset and temperature correction info
a676	Green	20.51193		-0.00398	-0.00384	-0.00360	-0.00306	-0.00302	-0.00255	-0.00235	-0.00212	-0.00163	-0.00136	-0.00118	-0.00089	-0.00029	0.00000	0.00068	0.00082	0.00099	0.00137	0.00145	0.00212	0.00260	0.00252	0.00321	0.00354	0.00457	0.00535	0.00617	0.00648	0.00742	0.00887	0.01002		; offset and temperature correction info
a715	Brown	20.23230		-0.00421	-0.00394	-0.00391	-0.00291	-0.00264	-0.00192	-0.00204	-0.00179	-0.00188	-0.00239	-0.00180	-0.00187	-0.00099	0.00000	0.00084	0.00162	0.00188	0.00224	0.00321	0.00381	0.00466	0.00528	0.00588	0.00696	0.00859	0.01041	0.01148	0.01282	0.01333	0.01456	0.01617		; offset and temperature correction info
c510	Red	20.40042		-0.00261	-0.00247	-0.00258	-0.00225	-0.00203	-0.00197	-0.00199	-0.00203	-0.00154	-0.00103	-0.00069	-0.00019	-0.00007	0.00000	0.00011	-0.00021	-0.00042	-0.00056	-0.00040	0.00011	0.00036	0.00050	0.00077	0.00079	0.00050	0.00042	0.00043	0.00092	0.00147	0.00200	0.00232		; offset and temperature correction info
c532	Magenta	20.40760		-0.00248	-0.00265	-0.00278	-0.00279	-0.00296	-0.00292	-0.00238	-0.00206	-0.00129	-0.00096	-0.00092	-0.00052	-0.00009	0.00000	0.00007	-0.00049	-0.00136	-0.00107	-0.00079	-0.00065	-0.00074	-0.00105	-0.00152	-0.00192	-0.00236	-0.00269	-0.00252	-0.00233	-0.00172	-0.00128	-0.00067		; offset and temperature correction info
c555	Black	20.50654		-0.00053	-0.00063	-0.00106	-0.00094	-0.00068	-0.00055	-0.00053	-0.00039	-0.00028	-0.00025	-0.00011	-0.00035	-0.00007	0.00000	-0.00037	-0.00055	-0.00036	-0.00014	0.00019	0.00044	0.00032	0.00040	0.00050	0.00028	0.00014	0.00013	0.00030	0.00073	0.00117	0.00176	0.00241		; offset and temperature correction info
a412	LtBlue	17.15231		-0.01972	-0.01823	-0.01612	-0.01381	-0.01272	-0.01080	-0.00959	-0.00866	-0.00710	-0.00532	-0.00354	-0.00148	-0.00028	0.00000	0.00176	0.00297	0.00394	0.00440	0.00453	0.00487	0.00804	0.00856	0.01065	0.01248	0.01388	0.01439	0.01659	0.01881	0.02256	0.02450	0.02719		; offset and temperature correction info
a440	LtGreen	18.00171		-0.00729	-0.00642	-0.00581	-0.00502	-0.00426	-0.00349	-0.00244	-0.00218	-0.00179	-0.00101	-0.00046	-0.00006	0.00036	0.00000	0.00040	0.00045	0.00030	-0.00015	-0.00024	-0.00035	0.00012	-0.00013	-0.00033	-0.00089	-0.00142	-0.00189	-0.00231	-0.00205	-0.00140	-0.00140	-0.00146		; offset and temperature correction info
a488	Yellow	18.86491		-0.00113	-0.00102	-0.00106	-0.00064	-0.00027	-0.00020	-0.00030	-0.00037	-0.00047	-0.00059	-0.00052	-0.00012	0.00008	0.00000	0.00025	0.00012	-0.00013	-0.00043	-0.00065	-0.00076	-0.00025	0.00010	0.00090	0.00111	0.00113	0.00104	0.00073	0.00068	0.00120	0.00186	0.00258		; offset and temperature correction info
c650	Blue	20.46075		-0.00145	-0.00097	-0.00092	-0.00139	-0.00185	-0.00196	-0.00237	-0.00266	-0.00238	-0.00163	-0.00083	-0.00041	-0.00010	0.00000	0.00005	-0.00001	0.00015	0.00034	0.00029	0.00065	0.00101	0.00164	0.00126	0.00156	0.00175	0.00270	0.00287	0.00371	0.00407	0.00473	0.00534		; offset and temperature correction info
c676	Green	20.10118		-0.00170	-0.00144	-0.00149	-0.00177	-0.00188	-0.00194	-0.00198	-0.00196	-0.00177	-0.00156	-0.00140	-0.00091	-0.00033	0.00000	0.00050	0.00092	0.00110	0.00141	0.00167	0.00199	0.00216	0.00265	0.00269	0.00289	0.00315	0.00374	0.00367	0.00408	0.00486	0.00561	0.00646		; offset and temperature correction info
c715	Brown	19.91219		-0.01201	-0.01097	-0.00859	-0.00680	-0.00651	-0.00592	-0.00535	-0.00440	-0.00387	-0.00303	-0.00222	-0.00153	-0.00028	0.00000	0.00093	0.00149	0.00247	0.00322	0.00330	0.00427	0.00373	0.00464	0.00536	0.00551	0.00643	0.00733	0.00779	0.00884	0.00899	0.01021	0.01120		; offset and temperature correction info
a510	Red	19.21192		0.00201	0.00193	0.00158	0.00098	0.00089	0.00049	0.00011	-0.00016	-0.00016	-0.00005	0.00028	0.00025	0.00006	0.00000	0.00035	-0.00022	-0.00023	-0.00080	-0.00144	-0.00154	-0.00153	-0.00204	-0.00220	-0.00219	-0.00190	-0.00128	-0.00069	-0.00018	0.00068	0.00152	0.00241		; offset and temperature correction info
a532	Magenta	19.41084		-0.00097	-0.00072	-0.00060	-0.00081	-0.00062	-0.00071	-0.00040	0.00020	0.00028	0.00043	0.00000	-0.00035	0.00007	0.00000	-0.00011	-0.00059	-0.00080	-0.00098	-0.00137	-0.00162	-0.00163	-0.00130	-0.00073	-0.00018	0.00090	0.00185	0.00175	0.00247	0.00291	0.00327	0.00349		; offset and temperature correction info
a555	Black	19.69776		0.00171	0.00183	0.00183	0.00186	0.00191	0.00170	0.00115	0.00131	0.00097	0.00073	0.00060	0.00013	0.00015	0.00000	0.00014	-0.00029	-0.00066	-0.00082	-0.00116	-0.00139	-0.00134	-0.00167	-0.00119	-0.00093	-0.00048	0.00053	0.00111	0.00095	0.00178	0.00206	0.00273		; offset and temperature correction info
c412	LtBlue	19.91180		-0.02051	-0.01853	-0.01589	-0.01311	-0.01059	-0.00877	-0.00705	-0.00581	-0.00413	-0.00231	-0.00098	-0.00066	-0.00011	0.00000	-0.00013	-0.00085	-0.00170	-0.00170	-0.00302	-0.00330	-0.00429	-0.00551	-0.00626	-0.00775	-0.00978	-0.01181	-0.01113	-0.01108	-0.01116	-0.01192	-0.01291		; offset and temperature correction info
c440	LtGreen	20.06241		-0.01064	-0.00992	-0.00892	-0.00766	-0.00639	-0.00531	-0.00478	-0.00384	-0.00287	-0.00187	-0.00102	-0.00063	-0.00023	0.00000	-0.00007	-0.00053	-0.00090	-0.00119	-0.00169	-0.00197	-0.00226	-0.00257	-0.00260	-0.00289	-0.00394	-0.00470	-0.00481	-0.00493	-0.00520	-0.00580	-0.00620		; offset and temperature correction info
c488	Yellow	20.35984		-0.01125	-0.01082	-0.00966	-0.00833	-0.00726	-0.00661	-0.00579	-0.00500	-0.00389	-0.00278	-0.00167	-0.00113	-0.00041	0.00000	0.00055	0.00121	0.00187	0.00226	0.00222	0.00251	0.00281	0.00359	0.00414	0.00427	0.00401	0.00404	0.00486	0.00563	0.00638	0.00684	0.00718		; offset and temperature correction info
0.003500	0.004000	0.015000	0.020000	0.015000	0.020000	2500.000000	2000.000000	1000.000000	; maxANoise	maxCNoise	maxADifference	maxCDifference	minACounts	minCCounts	minRCounts	maxTempSdev	maxDepthSdev
0			; auxilliary capabilities
1			; acquisition binsize
0	0.08940	0.10020	0.06580	0.20069	0.27071	0.22643	0.66688	0.40598	0.23853	0.24328	0.25042	0.24004	0.18840	0.18272	0.14433	-0.01278	0.08624	0.20813	29.38	6.2	0.00	7.51	0.01269	0.01289	0.01637	0.00765	0.00570	0.00625	0.00467	0.01265	0.01681	0.00664	0.00685	0.00863	0.01488	0.01093	0.01195	0.00212	0.00604	0.00850
160	0.08847	0.09876	0.06310	0.19921	0.26998	0.22463	0.66675	0.40058	0.23330	0.23981	0.24745	0.23643	0.18622	0.17734	0.14339	-0.01543	0.08367	0.20519
320	0.08965	0.09722	0.06123	0.19691	0.26706	0.22298	0.65985	0.40454	0.23203	0.23845	0.24539	0.23560	0.18422	0.17673	0.14029	-0.01674	0.08070	0.20369
480	0.08675	0.09627	0.05851	0.19472	0.26452	0.22002	0.66204	0.40014	0.23149	0.23650	0.24365	0.23395	0.18470	0.17957	0.13993	-0.01746	0.08360	0.20566
650	0.08980	0.09850	0.06147	0.19783	0.26783	0.22185	0.66646	0.40277	0.23286	0.23882	0.24624	0.23643	0.18751	0.17908	0.14289	-0.01578	0.08219	0.20458
810	0.08684	0.09697	0.06136	0.19607	0.26522	0.22155	0.66464	0.39918	0.23156	0.23707	0.24426	0.23424	0.18577	0.18220	0.14262	-0.01512	0.08607	0.20932
980	0.08984	0.09854	0.06124	0.20012	0.26882	0.22366	0.66806	0.40251	0.23375	0.23929	0.24681	0.23808	0.18847	0.18072	0.14497	-0.01125	0.08711	0.20929
1140	0.09078	0.10093	0.06437	0.20086	0.27079	0.22661	0.66963	0.40407	0.23203	0.23968	0.24515	0.23550	0.18382	0.17587	0.13936	-0.02168	0.07902	0.20173
1300	0.08637	0.09435	0.05924	0.19289	0.26210	0.21749	0.65887	0.39933	0.22988	0.23485	0.24176	0.23234	0.18226	0.17800	0.13763	-0.01823	0.08104	0.20311
1470	0.08529	0.09806	0.06017	0.19502	0.26518	0.21981	0.66214	0.40410	0.23199	0.23682	0.24384	0.23467	0.18255	0.17699	0.13472	-0.02115	0.07868	0.20148
1630	0.08401	0.09434	0.05734	0.19350	0.26093	0.21758	0.65390	0.39784	0.22883	0.23433	0.24082	0.23151	0.18124	0.17577	0.13842	-0.02244	0.07993	0.20225	29.38	6.1	0.00	7.43	0.01269	0.01289	0.01637	0.00766	0.00570	0.00625	0.00467	0.01265	0.01681	0.00664	0.00685	0.00863	0.01489	0.01094	0.01195	0.00212	0.00604	0.00850
1790	0.08597	0.09569	0.05872	0.19521	0.26259	0.21922	0.65849	0.40024	0.23084	0.23540	0.24180	0.23274	0.18070	0.17550	0.13536	-0.02489	0.07676	0.19999
1960	0.08332	0.09469	0.05723	0.19294	0.26025	0.21674	0.65552	0.39852	0.22542	0.23407	0.24028	0.23042	0.17756	0.17098	0.13162	-0.02696	0.07271	0.19689
2120	0.08417	0.09330	0.06004	0.19128	0.26297	0.22112	0.66426	0.40311	0.23543	0.23900	0.24589	0.23639	0.18471	0.17904	0.13861	-0.01937	0.08128	0.20401
2280	0.08794	0.09705	0.06032	0.19557	0.26422	0.21946	0.66136	0.40133	0.22987	0.23581	0.24297	0.23314	0.18211	0.17494	0.14057	-0.02194	0.07827	0.20228
2450	0.08517	0.09614	0.05806	0.19438	0.26198	0.21811	0.65969	0.39986	0.23023	0.23568	0.24293	0.23300	0.18143	0.17538	0.13841	-0.02428	0.07601	0.19975
2610	0.08442	0.09636	0.05692	0.19268	0.26108	0.21732	0.65839	0.39896	0.22852	0.23519	0.24288	0.23215	0.18133	0.17551	0.13414	-0.02750	0.07450	0.19790
2770	0.08745	0.09816	0.06110	0.19641	0.26569	0.22265	0.66774	0.40418	0.23328	0.23875	0.24512	0.23624	0.18537	0.17800	0.13889	-0.01876	0.08161	0.20436
2940	0.08694	0.09710	0.06035	0.19589	0.26294	0.21890	0.65834	0.39832	0.23107	0.23593	0.24212	0.23344	0.18304	0.17585	0.13723	-0.02133	0.07899	0.20211
3100	0.08676	0.09494	0.05758	0.19334	0.26245	0.21845	0.65986	0.39973	0.22818	0.23473	0.24193	0.23294	0.18254	0.17554	0.13672	-0.02531	0.07637	0.20023
3270	0.08640	0.09653	0.05826	0.19116	0.26211	0.21810	0.65867	0.39945	0.22695	0.23505	0.24312	0.23246	0.18264	0.17695	0.13840	-0.02200	0.07853	0.20208	29.32	6.1	0.00	7.46	0.01269	0.01289	0.01637	0.00765	0.00570	0.00625	0.00467	0.01265	0.01681	0.00664	0.00685	0.00863	0.01489	0.01094	0.01195	0.00212	0.00604	0.00850
3430	0.08800	0.09762	0.05978	0.19433	0.26295	0.21937	0.66633	0.40179	0.23131	0.23695	0.24422	0.23405	0.18349	0.17573	0.13850	-0.02292	0.07715	0.20111
3590	0.08388	0.09546	0.05849	0.19224	0.26137	0.21694	0.66237	0.39666	0.22677	0.23422	0.24370	0.23158	0.18568	0.17866	0.14303	-0.02070	0.08178	0.20496
3760	0.08854	0.10042	0.06080	0.19613	0.26582	0.22076	0.66699	0.40159	0.23299	0.23853	0.24648	0.23496	0.18253	0.17584	0.13926	-0.02319	0.07706	0.20044
3920	0.08757	0.09974	0.06230	0.19579	0.26628	0.22219	0.67070	0.40426	0.23395	0.23918	0.24634	0.23663	0.18700	0.17856	0.14226	-0.02131	0.07999	0.20329
4080	0.08814	0.09754	0.05984	0.19375	0.26358	0.21873	0.66709	0.40176	0.23465	0.23697	0.24613	0.23595	0.18790	0.17963	0.14264	-0.01698	0.08236	0.20505
4250	0.08837	0.10135	0.06152	0.19696	0.26633	0.22291	0.66613	0.40553	0.23481	0.23944	0.24838	0.23676	0.18704	0.17956	0.14427	-0.01732	0.08298	0.20523
4410	0.08755	0.09672	0.06069	0.19398	0.26323	0.21869	0.66795	0.39983	0.23076	0.23637	0.24311	0.23292	0.18285	0.17400	0.13802	-0.02335	0.07774	0.20105
4580	0.08767	0.09752	0.05931	0.19306	0.26316	0.21863	0.66643	0.39999	0.23251	0.23655	0.24508	0.23343	0.18465	0.17603	0.14092	-0.02120	0.07912	0.20145
4740	0.08810	0.09747	0.06117	0.19367	0.26239	0.21868	0.66628	0.40203	0.23217	0.23668	0.24560	0.23328	0.18486	0.17780	0.13927	-0.02308	0.07856	0.20026
4910	0.08671	0.09924	0.05902	0.19263	0.26165	0.21725	0.66936	0.40130	0.22926	0.23752	0.24390	0.23333	0.18546	0.18077	0.14101	-0.02226	0.08076	0.20437	29.43	6.0	0.00	7.46	0.01269	0.01289	0.01637	0.00765	0.00570	0.00625	0.00467	0.01265	0.01681	0.00664	0.00685	0.00863	0.01489	0.01093	0.01195	0.00212	0.00604	0.00850
5070	0.08983	0.10048	0.06136	0.19675	0.26435	0.22041	0.67389	0.40449	0.23340	0.23903	0.24704	0.23544	0.18550	0.17479	0.14031	-0.02360	0.07863	0.20157
5230	0.08562	0.09808	0.06123	0.19282	0.26144	0.21841	0.67069	0.40188	0.23178	0.23738	0.24422	0.23466	0.18186	0.17742	0.13979	-0.02571	0.07732	0.19990
5400	0.08697	0.09594	0.06160	0.19222	0.26155	0.21772	0.66347	0.40109	0.23051	0.23663	0.24420	0.23299	0.18245	0.17404	0.13872	-0.02548	0.07608	0.19938
5560	0.08710	0.09923	0.06125	0.19111	0.26268	0.21972	0.67052	0.40463	0.23554	0.23862	0.24735	0.23656	0.18565	0.18127	0.14190	-0.02092	0.07961	0.20311
5720	0.08812	0.09830	0.05938	0.19406	0.26169	0.21757	0.66386	0.40049	0.23267	0.23684	0.24437	0.23334	0.18539	0.17688	0.14186	-0.02391	0.07712	0.20004
5890	0.08624	0.09835	0.06167	0.19314	0.26153	0.21845	0.66936	0.40301	0.23226	0.23775	0.24523	0.23416	0.18666	0.17920	0.13629	-0.02820	0.07768	0.20008
6050	0.08709	0.09605	0.05885	0.19184	0.25999	0.21649	0.65979	0.39927	0.23019	0.23633	0.24379	0.23260	0.18669	0.17932	0.14053	-0.02015	0.08173	0.20503
6220	0.09147	0.10055	0.06413	0.19683	0.26536	0.22163	0.66742	0.40536	0.23487	0.24061	0.24678	0.23472	0.18667	0.17689	0.14035	-0.02437	0.07811	0.20145
6380	0.08848	0.09801	0.06052	0.19524	0.26483	0.22026	0.66796	0.40584	0.23674	0.24003	0.24825	0.23769	0.19185	0.18147	0.14407	-0.01808	0.08294	0.20492
