	wl	a_mean	a_std	a_median	a_IQR
0	412.0	4.65980779778	0.00671319994746	4.65971	0.0087125
1	440.0	2.72214641274	0.00396007642388	2.722115	0.0043525
2	488.0	1.27459006925	0.00347244878292	1.27438	0.00343
3	510.0	0.954697922438	0.0032242405128	0.95449	0.003075
4	532.0	0.739806925208	0.00346722902027	0.73966	0.003305
5	555.0	0.557289584488	0.00311864779087	0.557075	0.002915
6	650.0	0.190302908587	0.00274906653984	0.19019	0.00243
7	676.0	0.163392617729	0.00257705154462	0.163135	0.002435
8	715.0	0.090767867036	0.00246018692704	0.09054	0.00238
