	wl	a_mean	a_std	a_median	a_IQR
0	412.0	5.39893951941	0.0490982754181	5.38378	0.02852
1	440.0	3.2878742329	0.0445585845785	3.27405	0.02691
2	488.0	1.67116855823	0.0420072660839	1.65838	0.02405
3	510.0	1.29751303142	0.0424655604999	1.28373	0.02622
4	532.0	1.03130746765	0.0396195778912	1.01891	0.02145
5	555.0	0.812307560074	0.0377881274903	0.80072	0.0209
6	650.0	0.371048280961	0.0376202793003	0.35967	0.01803
7	676.0	0.349381903882	0.0380754832887	0.33656	0.02095
8	715.0	0.236967652495	0.0339442552691	0.22575	0.01777
