wl	c_mean	c_std	c_median	c_var	c_IQR
412.0	9.100545504686838	0.02976713650326849	8.92222	0.0008860824156042193	0.049430000000000966
440.0	6.687049992194978	0.029755272024721464	6.62613	0.0008853762132651717	0.05228499999999858
488.0	4.530913929372155	0.027326464975394076	4.60685	0.000746735688051439	0.04896500000000081
510.0	4.018090962696557	0.026213192615280392	4.08913	0.0006871314670857902	0.0490699999999995
532.0	3.590989958908827	0.025104850149229942	3.73061	0.0006302535010152909	0.04727999999999977
555.0	3.261689218579029	0.02384068585144216	3.36002	0.0005683783018671543	0.04398500000000016
650.0	2.4551872121513556	0.01896981414002773	2.56941	0.000359853848507196	0.03561499999999995
676.0	2.37569443057734	0.02051858388433396	2.50504	0.0004210122846184493	0.039555000000000014
715.0	2.1177706143398267	0.017406303029644233	2.23468	0.00030297938515980204	0.03310000000000013
