wl	c_mean	c_std	c_median	c_var	c_IQR
412.0	1.44165486365	0.00461271621434	1.271865	2.1277150874e-05	0.006385
440.0	0.863125995857	0.00372995186963	0.806045	1.39125409498e-05	0.004665
488.0	0.416254601507	0.00394886094929	0.49677	1.55935027968e-05	0.0045075
510.0	0.325908038041	0.00369777512305	0.402305	1.36735408607e-05	0.0044275
532.0	0.261829704331	0.00341347000766	0.40609	1.16517774932e-05	0.00409
555.0	0.218778905461	0.00364770040844	0.321785	1.33057182697e-05	0.0046275
650.0	0.12547894388	0.00354949368383	0.24577	1.25989054115e-05	0.004665
676.0	0.113082069303	0.00360614086794	0.24562	1.30042519594e-05	0.0049
715.0	0.101182549529	0.00390218734364	0.23953	1.52270660648e-05	0.0049525
