wl	a_mean	a_std	a_median	a_var	a_IQR
412.0	4.03820825983	0.00671319994746	4.65971	4.50670535346e-05	0.0087125
440.0	2.36201532363	0.00396007642388	2.722115	1.56822052829e-05	0.0043525
488.0	1.07699845209	0.00347244878292	1.27438	1.205790055e-05	0.00343
510.0	0.801504655111	0.0032242405128	0.95449	1.03957268844e-05	0.003075
532.0	0.591333492865	0.00346722902027	0.73966	1.2021677079e-05	0.003305
555.0	0.443419848514	0.00311864779087	0.557075	9.72596404348e-06	0.002915
650.0	0.127581192415	0.00274906653984	0.19019	7.55736684045e-06	0.00243
676.0	0.0884445319204	0.00257705154462	0.163135	6.64119466365e-06	0.002435
715.0	0.0524763488842	0.00246018692704	0.09054	6.052519716e-06	0.00238
