wl	a_mean	a_std	a_median	a_var	a_IQR
412.0	3.7811336213151336	0.006870403494800951	4.4029099999999985	4.720244418137312e-05	0.009384999999999977
440.0	2.2522203991417418	0.004059725202734819	2.6124400000000003	1.6481368721720267e-05	0.005664999999999587
488.0	1.019948435057605	0.0031738098725685553	1.21769	1.0073069107213631e-05	0.004170000000000007
510.0	0.7559169937698738	0.002505865670556826	0.90923	6.279362758875211e-06	0.003234999999999988
532.0	0.555319674706374	0.002498798770368093	0.70392	6.243995294793098e-06	0.003410000000000135
555.0	0.4140729272117809	0.0026511109414649693	0.52773	7.028389223955277e-06	0.003390000000000004
650.0	0.11740611672655507	0.0019011180929698968	0.18016	3.6142500034174965e-06	0.0025000000000000022
676.0	0.08069854604520507	0.0019365957306054934	0.15548	3.750403023799426e-06	0.002874999999999989
715.0	0.052987985764633934	0.001759047967866957	0.1006	3.094249753256872e-06	0.002440000000000012
