Analysis_Type	Date	ID	Raw_File_Path	Rep	Sample_Type	Sensor	Site	Temp	Cleaned_raw_file_path	Summary_file_path	Conf	Pass_Manual_Removal	Summary_file_path_cleaned_MANUAL	Pass_Second_Removal	Summary_file_path_cleaned_SECOND
a	071618	AC9_071618_can_cal_a_1_T19_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_can_cal_a_1_T19_3.dat	1	cal	AC9	can	19.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_can_cal_a_1_T19_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_can_cal_a_1_T19_3.csv	0.000349535182043	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_can_cal_a_1_T19_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_can_cal_a_1_T19_3.csv
a	071618	AC9_071618_can_cal_a_2_T19_9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_can_cal_a_2_T19_9.dat	2	cal	AC9	can	19.9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_can_cal_a_2_T19_9.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_can_cal_a_2_T19_9.csv	0.0162309637216	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_can_cal_a_2_T19_9.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_can_cal_a_2_T19_9.csv
a	071618	AC9_071618_can_cal_a_3_T19_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_can_cal_a_3_T19_0.dat	3	cal	AC9	can	19.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_can_cal_a_3_T19_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_can_cal_a_3_T19_0.csv	0.000423604438626	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_can_cal_a_3_T19_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_can_cal_a_3_T19_0.csv
c	071618	AC9_071618_can_cal_c_1_T19_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_can_cal_c_1_T19_3.dat	1	cal	AC9	can	19.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_can_cal_c_1_T19_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_can_cal_c_1_T19_3.csv	0.000507676179223	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_can_cal_c_1_T19_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_can_cal_c_1_T19_3.csv
c	071618	AC9_071618_can_cal_c_2_T19_9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_can_cal_c_2_T19_9.dat	2	cal	AC9	can	19.9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_can_cal_c_2_T19_9.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_can_cal_c_2_T19_9.csv	0.00169533946015	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_can_cal_c_2_T19_9.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_can_cal_c_2_T19_9.csv
c	071618	AC9_071618_can_cal_c_3_T19_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_can_cal_c_3_T19_0.dat	3	cal	AC9	can	19.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_can_cal_c_3_T19_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_can_cal_c_3_T19_0.csv	0.000870842537999	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_can_cal_c_3_T19_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_can_cal_c_3_T19_0.csv
a	071618	AC9_071618_cbr_cal_a_1_T19_9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_cal_a_1_T19_9.dat	1	cal	AC9	cbr	19.9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_cal_a_1_T19_9.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_cal_a_1_T19_9.csv	0.0162309637216	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_cal_a_1_T19_9.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_cal_a_1_T19_9.csv
a	071618	AC9_071618_cbr_cal_a_2_T19_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_cal_a_2_T19_3.dat	2	cal	AC9	cbr	19.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_cal_a_2_T19_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_cal_a_2_T19_3.csv	0.000349535182043	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_cal_a_2_T19_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_cal_a_2_T19_3.csv
a	071618	AC9_071618_cbr_cal_a_3_T19_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_cal_a_3_T19_0.dat	3	cal	AC9	cbr	19.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_cal_a_3_T19_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_cal_a_3_T19_0.csv	0.000423604438626	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_cal_a_3_T19_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_cal_a_3_T19_0.csv
c	071618	AC9_071618_cbr_cal_c_1_T19_9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_cal_c_1_T19_9.dat	1	cal	AC9	cbr	19.9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_cal_c_1_T19_9.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_cal_c_1_T19_9.csv	0.00169533946015	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_cal_c_1_T19_9.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_cal_c_1_T19_9.csv
c	071618	AC9_071618_cbr_cal_c_2_T19_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_cal_c_2_T19_3.dat	2	cal	AC9	cbr	19.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_cal_c_2_T19_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_cal_c_2_T19_3.csv	0.000507676179223	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_cal_c_2_T19_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_cal_c_2_T19_3.csv
c	071618	AC9_071618_cbr_cal_c_3_T19_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_cal_c_3_T19_0.dat	3	cal	AC9	cbr	19.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_cal_c_3_T19_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_cal_c_3_T19_0.csv	0.000870842537999	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_cal_c_3_T19_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_cal_c_3_T19_0.csv
a	071618	AC9_071618_cbr_fil_a_1_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_fil_a_1_T17_5.dat	1	fil	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_fil_a_1_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_fil_a_1_T17_5.csv	0.0429665133296	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_fil_a_1_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_fil_a_1_T17_5.csv
a	071618	AC9_071618_cbr_fil_a_2_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_fil_a_2_T17_5.dat	2	fil	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_fil_a_2_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_fil_a_2_T17_5.csv	0.0294218506382	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_fil_a_2_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_fil_a_2_T17_5.csv
a	071618	AC9_071618_cbr_fil_a_3_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_fil_a_3_T17_5.dat	3	fil	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_fil_a_3_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_fil_a_3_T17_5.csv	0.289713641699	fail		fail	
c	071618	AC9_071618_cbr_fil_c_1_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_fil_c_1_T17_5.dat	1	fil	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_fil_c_1_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_fil_c_1_T17_5.csv	0.0647240569577	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_fil_c_1_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_fil_c_1_T17_5.csv
c	071618	AC9_071618_cbr_fil_c_2_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_fil_c_2_T17_5.dat	2	fil	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_fil_c_2_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_fil_c_2_T17_5.csv	0.104097748692	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_fil_c_2_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_fil_c_2_T17_5.csv
c	071618	AC9_071618_cbr_fil_c_3_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_fil_c_3_T17_5.dat	3	fil	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_fil_c_3_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_fil_c_3_T17_5.csv	0.167609265264	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_fil_c_3_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_fil_c_3_T17_5.csv
a	071618	AC9_071618_cbr_raw_a_1_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_raw_a_1_T17_5.dat	1	raw	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_raw_a_1_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_raw_a_1_T17_5.csv	0.00568649984339	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_raw_a_1_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_raw_a_1_T17_5.csv
a	071618	AC9_071618_cbr_raw_a_2_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_raw_a_2_T17_5.dat	2	raw	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_raw_a_2_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_raw_a_2_T17_5.csv	0.00456344578908	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_raw_a_2_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_raw_a_2_T17_5.csv
a	071618	AC9_071618_cbr_raw_a_3_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_raw_a_3_T17_5.dat	3	raw	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_raw_a_3_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_raw_a_3_T17_5.csv	0.00244529760452	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_raw_a_3_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_raw_a_3_T17_5.csv
c	071618	AC9_071618_cbr_raw_c_1_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_raw_c_1_T17_5.dat	1	raw	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_raw_c_1_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_raw_c_1_T17_5.csv	0.0114843004513	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_raw_c_1_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_raw_c_1_T17_5.csv
c	071618	AC9_071618_cbr_raw_c_2_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_raw_c_2_T17_5.dat	2	raw	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_raw_c_2_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_raw_c_2_T17_5.csv	0.00454178104762	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_raw_c_2_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_raw_c_2_T17_5.csv
c	071618	AC9_071618_cbr_raw_c_3_T17_5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071618_cbr_raw_c_3_T17_5.dat	3	raw	AC9	cbr	17.5	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071618_cbr_raw_c_3_T17_5.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071618_cbr_raw_c_3_T17_5.csv	0.00501848142024	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071618_cbr_raw_c_3_T17_5.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071618_cbr_raw_c_3_T17_5.csv
a	071718	AC9_071718_9mi_cal_a_1_T19_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_cal_a_1_T19_0.dat	1	cal	AC9	9mi	19.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_cal_a_1_T19_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_cal_a_1_T19_0.csv	0.000390767392691	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_cal_a_1_T19_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_cal_a_1_T19_0.csv
c	071718	AC9_071718_9mi_cal_c_1_T19_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_cal_c_1_T19_0.dat	1	cal	AC9	9mi	19.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_cal_c_1_T19_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_cal_c_1_T19_0.csv	0.000457951743813	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_cal_c_1_T19_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_cal_c_1_T19_0.csv
a	071718	AC9_071718_9mi_fil_a_1_T15_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_fil_a_1_T15_4.dat	1	fil	AC9	9mi	15.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_fil_a_1_T15_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_fil_a_1_T15_4.csv	3.29762504421	fail		fail	
a	071718	AC9_071718_9mi_fil_a_2_T15_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_fil_a_2_T15_4.dat	2	fil	AC9	9mi	15.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_fil_a_2_T15_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_fil_a_2_T15_4.csv	2.21744220974	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_fil_a_2_T15_4.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_fil_a_2_T15_4.csv
a	071718	AC9_071718_9mi_fil_a_3_T15_1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_fil_a_3_T15_1.dat	3	fil	AC9	9mi	15.1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_fil_a_3_T15_1.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_fil_a_3_T15_1.csv	0.0239724432364	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_fil_a_3_T15_1.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_fil_a_3_T15_1.csv
c	071718	AC9_071718_9mi_fil_c_1_T15_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_fil_c_1_T15_4.dat	1	fil	AC9	9mi	15.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_fil_c_1_T15_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_fil_c_1_T15_4.csv	0.377833812412	fail		fail	
c	071718	AC9_071718_9mi_fil_c_2_T15_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_fil_c_2_T15_4.dat	2	fil	AC9	9mi	15.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_fil_c_2_T15_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_fil_c_2_T15_4.csv	0.00058933741737	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_fil_c_2_T15_4.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_fil_c_2_T15_4.csv
c	071718	AC9_071718_9mi_fil_c_3_T15_1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_fil_c_3_T15_1.dat	3	fil	AC9	9mi	15.1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_fil_c_3_T15_1.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_fil_c_3_T15_1.csv	0.000576907084471	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_fil_c_3_T15_1.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_fil_c_3_T15_1.csv
a	071718	AC9_071718_9mi_raw_a_1_T17_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_9mi_raw_a_1_T17_4.dat	1	raw	AC9	9mi	17.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_9mi_raw_a_1_T17_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_9mi_raw_a_1_T17_4.csv	0.00241071030912	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_9mi_raw_a_1_T17_4.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_9mi_raw_a_1_T17_4.csv
