	wl	c_mean	c_std	c_median	c_var	c_IQR
0	412.0	40.0722229815	12.5176251303	36.75844	156.690938902	1.6328
1	440.0	28.1925073879	14.8457693917	24.58073	220.396868831	1.44869
2	488.0	17.8276358311	16.0638699724	13.85105	258.047918491	1.329985
3	510.0	15.3865506069	16.8942642311	11.18632	285.416163912	1.307025
4	532.0	13.1093536148	15.7394141918	9.15942	247.729159102	1.2848
5	555.0	11.5015939842	15.1078558375	7.70839	228.247308008	1.198505
6	650.0	7.63491258575	14.3378507925	4.0518	205.573965348	1.239905
7	676.0	7.16777467018	15.2793119042	3.33194	233.457372265	1.069795
8	715.0	6.98894353562	17.1649277364	2.78067	294.634744194	1.421195
