	wl	c_mean	c_std	c_median	c_IQR
0	412.0	36.5848357882	3.15578275606	35.80269	0.338385
1	440.0	24.4370248276	2.47496957449	23.745995	0.280215
2	488.0	13.6547434729	2.39204265004	13.02448	0.303025
3	510.0	11.2259398522	3.10788432025	10.41751	0.3398
4	532.0	9.16281179803	2.62883010677	8.45625	0.292035
5	555.0	7.6037753202	2.3501539277	6.944705	0.292735
6	650.0	3.86059135468	2.24418557458	3.240335	0.28592
7	676.0	3.16132849754	2.1829024024	2.56844	0.241695
8	715.0	2.57992889163	2.42803121498	1.898765	0.2792725
