	wl	a_mean	a_std	a_median	a_var	a_IQR
0	412.0	0.655130449625	0.00504919351293	0.65505	2.5494355131e-05	0.00704
1	440.0	0.392626594505	0.00330950716013	0.39259	1.09528376429e-05	0.00465
2	488.0	0.223430141549	0.00296056788977	0.22339	8.76496222995e-06	0.00405
3	510.0	0.175499084097	0.00246000582528	0.17543	6.05162866042e-06	0.00349
4	532.0	0.168416278102	0.00250514415139	0.16835	6.27574721926e-06	0.00337
5	555.0	0.13149510408	0.00250278135481	0.13141	6.26391450999e-06	0.00348
6	650.0	0.0813276769359	0.00202551771544	0.08138	4.10272201554e-06	0.0027
7	676.0	0.090519408826	0.0019994539005	0.0905	3.99781590022e-06	0.00264
8	715.0	0.0554489342215	0.00186822938362	0.05539	3.49028102984e-06	0.00256
