	wl	c_mean	c_std	c_median	c_var	c_IQR
0	412.0	0.0142617801047	0.00536807907341	0.013135	2.88162729384e-05	0.0061125
1	440.0	0.111553848168	0.00541846169567	0.11099	2.93597271475e-05	0.0078025
2	488.0	0.217849136126	0.00527218875965	0.21676	2.77959743174e-05	0.0078375
3	510.0	0.205121963351	0.00478212140284	0.204055	2.28686851115e-05	0.006505
4	532.0	0.267571518325	0.00474904712624	0.26661	2.25534486073e-05	0.0063025
5	555.0	0.222180890052	0.00465722358162	0.221475	2.16897314892e-05	0.00648
6	650.0	0.211835	0.00394549630289	0.21131	1.55669410761e-05	0.004795
7	676.0	0.215026649215	0.00380015475268	0.214625	1.44411761443e-05	0.0047925
8	715.0	0.216367774869	0.00362463835055	0.216015	1.31380031723e-05	0.004595
