	wl	a_mean	a_std	a_median	a_IQR
0	412.0	0.662102584856	0.00524293250069	0.66226	0.007625
1	440.0	0.38974308094	0.00279308756163	0.38983	0.003895
2	488.0	0.21957926893	0.00266422842052	0.2195	0.00364
3	510.0	0.172398381201	0.00228612992693	0.17245	0.003115
4	532.0	0.166117362924	0.00285434051605	0.16619	0.00373
5	555.0	0.128045274151	0.00265985500639	0.12829	0.003885
6	650.0	0.0736933420366	0.00253102710883	0.07415	0.003605
7	676.0	0.0838778067885	0.0026705149599	0.08416	0.00409
8	715.0	0.0603118015666	0.00236945531159	0.06035	0.00356
