	wl	c_mean	c_std	c_median	c_IQR
0	412.0	0.0172670321932	0.0155963187469	0.01887	0.0224475
1	440.0	0.119244788732	0.016830944048	0.122945	0.0257975
2	488.0	0.241794577465	0.0149196387562	0.24516	0.021465
3	510.0	0.232787062374	0.014531093821	0.235945	0.0217525
4	532.0	0.29981138833	0.0140390240422	0.30313	0.021625
5	555.0	0.256529748491	0.0139593850673	0.259145	0.0209425
6	650.0	0.268484708249	0.0102008588765	0.270645	0.013515
7	676.0	0.274309788732	0.0117313470746	0.27754	0.0172975
8	715.0	0.260159336016	0.00971837147731	0.262565	0.0136875
