	wl	a_mean	a_std	a_median	a_IQR
0	412.0	0.657922713987	0.00446350080999	0.658	0.005805
1	440.0	0.393728455115	0.00266290041356	0.39362	0.00373
2	488.0	0.223672254697	0.00238838777441	0.22367	0.00343
3	510.0	0.176962964509	0.00199206553218	0.177	0.002885
4	532.0	0.168477849687	0.00207727658304	0.16845	0.00296
5	555.0	0.132026367432	0.00211706252209	0.1321	0.002965
6	650.0	0.0805871398747	0.00174916177273	0.08075	0.002315
7	676.0	0.0896165135699	0.00177698352704	0.08966	0.002495
8	715.0	0.0600798329854	0.0016724007414	0.0603	0.00235
