	wl	c_mean	c_std	c_median	c_IQR
0	412.0	0.076024217119	0.00363106485339	0.07626	0.004935
1	440.0	0.178525511482	0.00320347825142	0.17843	0.004275
2	488.0	0.292772776618	0.00336289543477	0.29275	0.00468
3	510.0	0.281837306889	0.00332262046414	0.28161	0.00443
4	532.0	0.348667724426	0.00322798330102	0.3483	0.004045
5	555.0	0.302477891441	0.00319175322369	0.30246	0.00442
6	650.0	0.31000348643	0.00372539326437	0.30967	0.00486
7	676.0	0.314439415449	0.00338078654298	0.31409	0.00477
8	715.0	0.314966450939	0.00375896311445	0.31471	0.00492
