	a_412_mean	a_412_std	a_440_mean	a_440_std	a_488_mean	a_488_std	a_510_mean	a_510_std	a_532_mean	a_532_std	a_555_mean	a_555_std	a_650_mean	a_650_std	a_676_mean	a_676_std	a_715_mean	a_715_std	b_412_mean	b_412_std	b_440_mean	b_440_std	b_488_mean	b_488_std	b_510_mean	b_510_std	b_532_mean	b_532_std	b_555_mean	b_555_std	b_650_mean	b_650_std	b_676_mean	b_676_std	b_715_mean	b_715_std	c_412_mean	c_412_std	c_440_mean	c_440_std	c_488_mean	c_488_std	c_510_mean	c_510_std	c_532_mean	c_532_std	c_555_mean	c_555_std	c_650_mean	c_650_std	c_676_mean	c_676_std	c_715_mean	c_715_std
9mi	-0.0884286104133	22.5601150483	0.278317057187	16.9562416514	0.20402305388	12.7587766922	0.0254493394062	12.7941074711	-0.351796120196	15.7899529854	-0.319557389893	14.387968275	-0.338576917987	12.7407798735	-0.308685247837	12.7677673734	-0.317034944953	10.861307036	5.08290100821	22.5605455856	4.23904917379	16.9568059528	3.69398765042	12.759434825	3.64467475226	12.794680057	3.79075787048	15.7904146106	3.56585173921	14.3884947434	3.02399582946	12.7413512165	2.87677860744	12.7682905384	2.72908457333	10.8618682602	4.9944723978	0.139377653735	4.51736623098	0.138337198739	3.8980107043	0.129593096663	3.67012409167	0.121044533912	3.43896175028	0.120740606265	3.24629434931	0.123084921917	2.68541891147	0.120660841323	2.56809335961	0.115583610743	2.41204962837	0.110415449031
bai	6.55498304963	6.36961065061	6.00810775593	6.77441517083	5.35221326813	7.12499053424	5.0168655451	7.14758421431	4.74025945371	6.98171138815	4.63256076343	7.33214014406	4.36329312172	7.28125581972	4.35383553111	7.21269142458	3.94805509529	7.25950683319	17.3263293781	27.5166454145	17.1288748067	32.5902834622	16.8336809713	34.7967920793	16.3923715037	33.932302843	16.4798208027	33.5973259489	16.2799383269	33.5570333886	16.2472443536	32.9337263779	14.6294439051	32.1169207134	15.6790207711	34.5597022482	23.8813124277	26.7692703492	23.1369825627	31.8784233494	22.1858942394	34.0595250832	21.4092370488	33.1709694782	21.2200802564	32.8639014271	20.9124990903	32.746209105	20.6105374753	32.118742921	18.9832794362	31.2965441946	19.6270758664	33.7886457264
boo	0.632240592313	0.116114054847	0.470005464903	0.111338578703	0.27570601114	0.111696063187	0.211853262652	0.102808987874	0.154015707494	0.106754634368	0.125605119851	0.105201291051	0.0654952771257	0.0994259763931	0.0720897356703	0.105359834292	0.00428762730433	0.105269343753	0.704112768637	0.215149795128	0.689816379607	0.224609130517	0.67761117859	0.225924571577	0.668643819879	0.21481620029	0.661013680784	0.225407219519	0.63637792988	0.220717359836	0.544449683754	0.213290800427	0.510969971771	0.226713162592	0.530259205524	0.223983300373	1.33635336095	0.181126918515	1.15982184451	0.195071736559	0.95331718973	0.196382029501	0.880497082531	0.188616838908	0.815029388278	0.198524211753	0.761983049732	0.194033093296	0.60994496088	0.188699339599	0.583059707441	0.200744024595	0.534546832828	0.197704031602
cbr	0.456312443633	0.729553154995	0.27795885607	0.629622595171	0.104636772833	0.582808521644	0.027699224116	0.605402231373	-0.0230886815123	0.611320633786	-0.0632410663349	0.578758125089	-0.0918374593677	0.583604482528	-0.174002174744	0.588243155749	-0.129786453768	0.564900257332	0.4379760698	2.33517385983	0.376688200992	2.23579655819	0.281390511907	2.19128333272	0.268311207982	2.24603037801	0.226133592754	2.24943997893	0.212896344257	2.11303889591	0.0716327392444	1.90887133866	0.110153548352	1.94380089114	0.00616770588833	2.01861528711	0.894288513433	2.21828518222	0.654647057062	2.14531154783	0.38602728474	2.11235813047	0.296010432098	2.16290096796	0.203044911242	2.16477881122	0.149655277922	2.03223335478	-0.0202047201233	1.81746955835	-0.0638486263913	1.85265536302	-0.12361874788	1.93796165509
gre	0.604465106133	0.140311190628	0.573976312963	0.137149584077	0.425640865213	0.134236781557	0.365080582278	0.129199535937	0.303145752142	0.130002038232	0.278909658664	0.128112880995	0.220778227834	0.129396491629	0.258653470144	0.129803565263	0.164029403313	0.127902482705	1.89788044823	0.288668077861	1.74774676078	0.283454607825	1.56628222841	0.288454795288	1.49277006067	0.285087646751	1.40265082236	0.283888323556	1.31808706101	0.282062276027	1.01844796992	0.284613074787	0.93778396884	0.289445466132	0.909576011366	0.288695186395	2.50234555436	0.252273718331	2.32172307375	0.248065528207	1.99192309362	0.255316774618	1.85785064295	0.254130766031	1.70579657451	0.252372839876	1.59699671968	0.251289110947	1.23922619775	0.253497830946	1.19643743898	0.258707773964	1.07360541468	0.258816277629
sco	2.18253292493	0.136154127792	1.86506172803	0.116634855979	1.29209753935	0.101955406398	1.11244749959	0.0981126061201	0.934224042712	0.0978474523605	0.812657274488	0.0956852337341	0.603464037453	0.0908408707164	0.618950006246	0.0898766758719	0.454804545994	0.0906034070145	2.97815344768	1.71315731474	2.91244082259	1.69346554268	2.71334201501	1.59571280898	2.60281875676	1.3632444012	2.46353629435	1.2946207189	2.34309669373	1.13198068599	1.79333545041	1.06420686606	1.61513019538	1.12428658229	1.54319357891	1.22063655765	5.16068637261	1.70773828163	4.77750255062	1.6894442443	4.00543955437	1.59245234273	3.71526625634	1.35970923874	3.39776033706	1.29091776728	3.15575396822	1.12792934597	2.39679948786	1.060322682	2.23408020162	1.12068840551	1.99799812491	1.21726933277
y17	4.64471970094	0.343521702189	4.4523673043	0.350895225133	3.63849424192	0.314507105009	3.26196999342	0.297233333813	2.89457995924	0.271730239401	2.56939448349	0.255740640636	2.48749972803	0.257103404691	2.34998040712	0.262907070997	1.91245285523	0.22542803811	9.38088983209	0.934433146976	9.04906750649	0.938517739061	8.79434772833	0.896817717624	8.69850136742	0.857083436043	8.55818015859	0.82503784407	8.40016924732	0.805448081883	6.99892657602	0.768720851826	6.84043404683	0.756187142172	6.55468508668	0.709050598966	14.025609533	0.868998358049	13.5014348108	0.870452806022	12.4328419703	0.839861476402	11.9604713608	0.803893252622	11.4527601178	0.77900585437	10.9695637308	0.763769164955	9.48642630405	0.724451231849	9.19041445396	0.709012599328	8.46713794191	0.672261073935
y20	0.816043376743	0.149199349115	0.611007404878	0.144899191694	0.413474387033	0.135402957034	0.354365520691	0.13726987631	0.298980095676	0.129874454826	0.259139606306	0.126820073104	0.18306289699	0.127892459276	0.165131666478	0.133600155568	0.148326005552	0.124374198106	0.409469810988	0.353247425244	0.393516123855	0.346318886001	0.383942810727	0.334154575388	0.373642938054	0.335589424092	0.37302413413	0.33053717885	0.360354183547	0.322662095035	0.311367358832	0.321729587847	0.308871738361	0.331946244282	0.302730980565	0.313280409538	1.22551318773	0.320192594645	1.00452352873	0.314548875451	0.79741719776	0.305491930301	0.728008458745	0.30623070163	0.672004229806	0.303953043389	0.619493789852	0.296694281425	0.494430255822	0.295217625755	0.474003404838	0.303873834881	0.451056986117	0.287533778616
