wl,mean,std,lake
412.0,0.3991954932072726,0.4359692367737569,bea
440.0,0.2730856114569096,0.10005938829613166,bea
488.0,0.15763634569003093,0.05244061436309051,bea
510.0,0.11683594406696772,0.04717035321488968,bea
532.0,0.08327300460058384,0.0457316056381586,bea
555.0,0.054841038724755986,0.06771563817916082,bea
650.0,0.013670544345165231,0.08753564706889534,bea
676.0,0.01451410543413689,0.14642846054074588,bea
715.0,0.0,0.13247817017833985,bea
412.0,1.3907964653455842,0.555127164286501,ch6
440.0,0.992825172215056,0.37841345662129416,ch6
488.0,0.6212699620623406,0.2581333556986925,ch6
510.0,0.4756828017744893,0.21473105911634094,ch6
532.0,0.3432902111057091,0.19707350817263367,ch6
555.0,0.271046143400405,0.20093111023838672,ch6
650.0,0.059510764674080015,0.18901432739993052,ch6
676.0,0.08342710514823581,0.17035351049213265,ch6
715.0,0.0,0.16801400023185006,ch6
412.0,0.4307689456223889,0.049354694678111065,dor
440.0,0.3437630625067303,0.04516668031628197,dor
488.0,0.20971075480929446,0.041877951515890514,dor
510.0,0.16106928062396395,0.04088766163831594,dor
532.0,0.12232118483314602,0.038998098199066036,dor
555.0,0.09360822628731548,0.03808316526103856,dor
650.0,0.043472475120332144,0.034836460549756317,dor
676.0,0.05063366370082645,0.034014173430470064,dor
715.0,0.0,0.0345327668380683,dor
412.0,3.2644392013886065,0.32999424338390504,egg
440.0,1.9147311916502276,0.06911202514607595,egg
488.0,0.8829701471279435,0.035123264680878216,egg
510.0,0.6357801087137981,0.032549428596221036,egg
532.0,0.44391592918213096,0.0319519231762955,egg
555.0,0.3013806341219435,0.04804631370809007,egg
650.0,0.06755179659285526,0.02211926299068151,egg
676.0,0.07428089288823536,0.02879429469647905,egg
715.0,0.0,0.01927091381825587,egg
412.0,1.4577409600590536,0.36003371731746203,flt
440.0,1.0006124792321984,0.1665635426883893,flt
488.0,0.5980015161459888,0.14850345068836499,flt
510.0,0.43247889594359457,0.14291070184244847,flt
532.0,0.32108956063259897,0.13923920478224913,flt
555.0,0.25758932823912417,0.15801231339077124,flt
650.0,0.10867114732892924,0.1514763622612263,flt
676.0,0.045089720993865434,0.15124317686264027,flt
715.0,0.0,0.15535357971542604,flt
412.0,0.4011588544998217,0.06322666865996722,gst
440.0,0.3111921376717257,0.058308456830426125,gst
488.0,0.20025499306039696,0.05424832041287759,gst
510.0,0.16761523692299107,0.053025921734161714,gst
532.0,0.1318598480932771,0.051792846776197984,gst
555.0,0.1036976594866682,0.05090634945288902,gst
650.0,0.03268532344178388,0.04843103095738757,gst
676.0,0.028060601548508868,0.04748950216854275,gst
715.0,0.0,0.04903737680530259,gst
412.0,2.0693450663655097,0.03385555494616682,lim
440.0,1.547444589707568,0.02768452369637148,lim
488.0,1.034709365286698,0.0234226955438696,lim
510.0,0.8323060071463311,0.023080110357583884,lim
532.0,0.6500615657723479,0.02101057867212336,lim
555.0,0.5159781368668035,0.02065783416725629,lim
650.0,0.1872097328445914,0.018021730101404704,lim
676.0,0.1772059456778836,0.01760193363942789,lim
715.0,0.0,0.01749628553380693,lim
412.0,1.67366203844078,0.04553333817374899,lit
440.0,1.3535872005302598,0.03958269434333025,lit
488.0,0.7716854649819989,0.03437574215530111,lit
510.0,0.5968993359398562,0.03244663020237557,lit
532.0,0.4331221855197398,0.029927281293255125,lit
555.0,0.3157958275413748,0.02882460014182698,lit
650.0,0.16498000786962336,0.024258060104376138,lit
676.0,0.27336292756208525,0.024554457201494555,lit
715.0,0.0,0.020779161182552144,lit
412.0,7.256240441540665,0.09403378552859412,rat
440.0,4.785508933213484,0.028147928802339538,rat
488.0,2.8281726375887395,0.02365636249887336,rat
510.0,2.1476273021860486,0.022140110613951387,rat
532.0,1.588864266099999,0.021108392296827986,rat
555.0,1.1775386235494936,0.022243404659257,rat
650.0,0.2853627533989922,0.020333318197922747,rat
676.0,0.19290184402203425,0.021459552800331537,rat
715.0,0.0,0.022908202301111704,rat
412.0,0.4971603630913029,0.11655051804928862,rob
440.0,0.4160730165777611,0.12307540847869004,rob
488.0,0.2748156638928927,0.12506751571209088,rob
510.0,0.19254188799072905,0.11559207191746265,rob
532.0,0.12285122049836185,0.10883717003887997,rob
555.0,0.10012178151999353,0.12245460072910333,rob
650.0,0.04300075928038605,0.11985112031425488,rob
676.0,0.07309861235025505,0.12322997365260735,rob
715.0,0.0,0.1233801983103094,rob
412.0,0.7610831341286622,0.02686942108145524,roc
440.0,0.5452613006826149,0.02063846842063773,roc
488.0,0.32515514149293395,0.01727427027139695,roc
510.0,0.2490220397950337,0.0161081744855512,roc
532.0,0.1824055727655144,0.014568991741816743,roc
555.0,0.1339734080437854,0.013954269636695129,roc
650.0,0.04212004336161018,0.01184777139942503,roc
676.0,0.05275254040406405,0.0117711405463297,roc
715.0,0.0,0.010681106895699923,roc
412.0,0.4046482893489745,0.039556515339949916,thi
440.0,0.3127853813148649,0.03479242741556113,thi
488.0,0.1976709020011853,0.03125174356494441,thi
510.0,0.14892040146083696,0.030181269071088267,thi
532.0,0.10665015875318627,0.02840682703245348,thi
555.0,0.06986032580578283,0.02736542510048417,thi
650.0,0.02779270053199966,0.02443294705235,thi
676.0,0.05094556353622914,0.02494765095175915,thi
715.0,0.0,0.02125996671522877,thi
