lake,wl,Statistic,Value,Side,Variable
bea,532.0,std,0.019891759607484398,c,c_532_std
bea,555.0,std,0.018552842134729783,c,c_555_std
bea,650.0,std,0.015674825624140343,c,c_650_std
bea,676.0,std,0.016906464717047164,c,c_676_std
bea,715.0,std,0.014857136816842647,c,c_715_std
ch6,412.0,std,0.8491537195609153,c,c_412_std
ch6,440.0,std,0.6921285361337763,c,c_440_std
ch6,488.0,std,0.5706498857540329,c,c_488_std
ch6,510.0,std,0.5396279972521475,c,c_510_std
ch6,532.0,std,0.5265733500698022,c,c_532_std
ch6,555.0,std,0.4877323217856391,c,c_555_std
ch6,650.0,std,0.4409279428244987,c,c_650_std
ch6,676.0,std,0.4027815392245935,c,c_676_std
ch6,715.0,std,0.3913663632634798,c,c_715_std
dor,412.0,std,0.19504461987798272,c,c_412_std
dor,440.0,std,0.193862050591962,c,c_440_std
dor,488.0,std,0.19323805329958169,c,c_488_std
dor,510.0,std,0.19617015766870335,c,c_510_std
dor,532.0,std,0.1976152470574568,c,c_532_std
dor,555.0,std,0.1945982186323773,c,c_555_std
dor,650.0,std,0.19972424218118404,c,c_650_std
dor,676.0,std,0.19693323636302185,c,c_676_std
dor,715.0,std,0.2028136722473489,c,c_715_std
egg,412.0,std,0.10276416938801544,c,c_412_std
egg,440.0,std,0.0985088526292185,c,c_440_std
egg,488.0,std,0.09661625992278718,c,c_488_std
egg,510.0,std,0.09656905362892212,c,c_510_std
egg,532.0,std,0.09645240102459318,c,c_532_std
egg,555.0,std,0.0954166550599668,c,c_555_std
egg,650.0,std,0.09805750901771147,c,c_650_std
egg,676.0,std,0.09740191943396674,c,c_676_std
egg,715.0,std,0.09790591348806824,c,c_715_std
flt,412.0,std,0.29279099271977976,c,c_412_std
flt,440.0,std,0.28906028251964583,c,c_440_std
flt,488.0,std,0.2892745137201789,c,c_488_std
flt,510.0,std,0.29425078596142223,c,c_510_std
flt,532.0,std,0.3056280979103546,c,c_532_std
flt,555.0,std,0.3009132635648454,c,c_555_std
flt,650.0,std,0.3274140461551284,c,c_650_std
flt,676.0,std,0.30669644862291706,c,c_676_std
flt,715.0,std,0.3181255633579301,c,c_715_std
gst,412.0,std,0.3459401162468964,c,c_412_std
gst,440.0,std,0.3461283622156766,c,c_440_std
gst,488.0,std,0.3474174621454026,c,c_488_std
gst,510.0,std,0.3505521015306323,c,c_510_std
gst,532.0,std,0.3495913770967824,c,c_532_std
gst,555.0,std,0.3481403316383141,c,c_555_std
gst,650.0,std,0.35187239153205496,c,c_650_std
gst,676.0,std,0.35891784796505494,c,c_676_std
gst,715.0,std,0.3606637315001273,c,c_715_std
lim,412.0,std,0.08451262300516361,c,c_412_std
lim,440.0,std,0.08337901425736048,c,c_440_std
lim,488.0,std,0.08437960301343657,c,c_488_std
lim,510.0,std,0.08271998411573013,c,c_510_std
lim,532.0,std,0.08337045994077354,c,c_532_std
lim,555.0,std,0.08475694662473263,c,c_555_std
lim,650.0,std,0.08806441575349007,c,c_650_std
lim,676.0,std,0.08853237427535066,c,c_676_std
lim,715.0,std,0.0926134073420532,c,c_715_std
lit,412.0,std,0.21788971067840407,c,c_412_std
lit,440.0,std,0.2184158530610914,c,c_440_std
lit,488.0,std,0.21645997601181696,c,c_488_std
lit,510.0,std,0.21610506919753386,c,c_510_std
lit,532.0,std,0.213337884016922,c,c_532_std
lit,555.0,std,0.21338553787942133,c,c_555_std
lit,650.0,std,0.21158126536797012,c,c_650_std
lit,676.0,std,0.21703930601441224,c,c_676_std
lit,715.0,std,0.22011561857612874,c,c_715_std
rat,412.0,std,0.1567074310748506,c,c_412_std
rat,440.0,std,0.15693467422855611,c,c_440_std
rat,488.0,std,0.15459832019408296,c,c_488_std
rat,510.0,std,0.1551104411647184,c,c_510_std
rat,532.0,std,0.15519737690186064,c,c_532_std
rat,555.0,std,0.15519239694094625,c,c_555_std
rat,650.0,std,0.15559231371535254,c,c_650_std
rat,676.0,std,0.15586417158315652,c,c_676_std
rat,715.0,std,0.16089546094235055,c,c_715_std
rob,412.0,std,0.2765870509580876,c,c_412_std
rob,440.0,std,0.279540408748152,c,c_440_std
rob,488.0,std,0.2782144316262756,c,c_488_std
rob,510.0,std,0.2773731485914256,c,c_510_std
rob,532.0,std,0.2832836565840213,c,c_532_std
rob,555.0,std,0.2814879421304363,c,c_555_std
rob,650.0,std,0.2937347798997005,c,c_650_std
rob,676.0,std,0.2871093689431293,c,c_676_std
rob,715.0,std,0.2965151099983518,c,c_715_std
roc,412.0,std,0.02962013057248406,c,c_412_std
roc,440.0,std,0.027903939481500484,c,c_440_std
roc,488.0,std,0.0260377292834482,c,c_488_std
roc,510.0,std,0.024954625420885668,c,c_510_std
roc,532.0,std,0.0255577959752,c,c_532_std
roc,555.0,std,0.024894210845399008,c,c_555_std
roc,650.0,std,0.02837989088001248,c,c_650_std
roc,676.0,std,0.02412606698101755,c,c_676_std
roc,715.0,std,0.025955226151899647,c,c_715_std
thi,412.0,std,0.06231838863022724,c,c_412_std
thi,440.0,std,0.06298073743890227,c,c_440_std
thi,488.0,std,0.06282436714707451,c,c_488_std
thi,510.0,std,0.06468704662224277,c,c_510_std
thi,532.0,std,0.06329734074359948,c,c_532_std
thi,555.0,std,0.06109559995437153,c,c_555_std
thi,650.0,std,0.05858353278332778,c,c_650_std
thi,676.0,std,0.061628151192600726,c,c_676_std
thi,715.0,std,0.05900670817972368,c,c_715_std
