wl	mean	std
412.0	0.4252326607223891	0.0741044249032968
440.0	0.3939383049826426	0.07212659869478423
488.0	0.35626195893989604	0.07034925621396032
510.0	0.3286640356548116	0.07150175232914904
532.0	0.3094859595859419	0.06953787437237943
555.0	0.32430880307446697	0.067140204189479
650.0	0.2410655919870991	0.0637532640559186
676.0	0.1940184214174393	0.06672677653113818
715.0	0.21601447558004028	0.06305575430159842
