wl	mean	std
412.0	2.97815344768	1.71315731474
440.0	2.91244082259	1.69346554268
488.0	2.71334201502	1.59571280899
510.0	2.60281875675	1.3632444012
532.0	2.46353629435	1.2946207189
555.0	2.34309669373	1.13198068599
650.0	1.79333545041	1.06420686605
676.0	1.61513019537	1.12428658229
715.0	1.54319357892	1.22063655765
