wl	mean	std
412.0	23.8813124277	26.7692703492
440.0	23.1369825627	31.8784233494
488.0	22.1858942394	34.0595250832
510.0	21.4092370488	33.1709694782
532.0	21.2200802564	32.8639014271
555.0	20.9124990903	32.746209105
650.0	20.6105374753	32.118742921
676.0	18.9832794362	31.2965441946
715.0	19.6270758664	33.7886457264
