wl	mean	std
412.0	0.7230349606208168	0.4561877805931962
440.0	0.6624758611017487	0.2797769226798022
488.0	0.601932318679606	0.21373358729418435
510.0	0.5700903344340547	0.2067498174038093
532.0	0.5458118172491617	0.20249933557745223
555.0	0.5142073326173555	0.20142415355182908
650.0	0.40674123930374445	0.18893581450040017
676.0	0.3625270209015822	0.19843894088748357
715.0	0.3726537422139452	0.18991917741270153
