	Unnamed: 0	wl	c_mean	c_std	c_median	c_IQR
0	0.0	412.0	9.61270212342	1.20674818521	9.27990166667	1.15392583333
1	1.0	440.0	6.3035788681	1.16385138329	5.971515	1.1524225
2	2.0	488.0	3.68958725451	1.16037308233	3.37957333333	1.1149725
3	3.0	510.0	3.11263047775	1.1922977788	2.79227166667	1.11203166667
4	4.0	532.0	2.77251264662	1.19869507715	2.438325	1.11376666667
5	5.0	555.0	2.40365899552	1.11901541549	2.09145333333	1.09181416667
6	6.0	650.0	1.75826719232	1.01148807119	1.471435	1.08366583333
7	7.0	676.0	1.72018663401	1.03183552951	1.4275	1.05600083333
8	8.0	715.0	1.66055390406	1.077924863	1.37744833333	1.07559083333
