	Unnamed: 0	wl	c_mean	c_std	c_median	c_IQR
0	0.0	412.0	22.9790813581	0.490511345404	22.9306816667	0.562338333333
1	1.0	440.0	20.1534797021	0.490311905294	20.0889866667	0.543679166667
2	2.0	488.0	17.0766437684	0.475763158869	17.014025	0.521794166667
3	3.0	510.0	16.0872245868	0.454837623486	16.035295	0.493889166667
4	4.0	532.0	15.2193738494	0.442215659802	15.1728766667	0.474136666667
5	5.0	555.0	14.3670326123	0.432395648991	14.3111466667	0.473848333333
6	6.0	650.0	12.1058517825	0.411520885149	12.0476783333	0.452966666667
7	7.0	676.0	11.727664977	0.402208393964	11.6776116667	0.454280833333
8	8.0	715.0	10.7506558801	0.382925449053	10.70389	0.412545
