	Unnamed: 0	wl	a_mean	a_std	a_median	a_IQR
0	0.0	412.0	3.71874478167	0.925023480741	3.5593775	1.256305
1	1.0	440.0	2.86384172358	0.876073120364	2.72653	1.250285
2	2.0	488.0	2.24408453382	0.889550095992	2.10469875	1.1667425
3	3.0	510.0	2.10857714813	0.872814239711	1.92489	1.178710625
4	4.0	532.0	2.01888370099	0.864418743783	1.8936925	1.14753375
5	5.0	555.0	1.94091160983	0.82218014102	1.78945875	1.0638625
6	6.0	650.0	1.7606034146	0.816668813483	1.64494	1.04039625
7	7.0	676.0	1.77131111634	0.78981180179	1.67562625	1.054658125
8	8.0	715.0	1.71112151955	0.807152847963	1.59830125	1.111365
