	Unnamed: 0	wl	c_mean	c_std	c_median	c_IQR
0	0.0	412.0	7.02235962614	2.10149742211	8.6029525	3.853505
1	1.0	440.0	5.27431555829	1.66215088761	6.3096275	2.6326925
2	2.0	488.0	3.77127796508	1.22336751557	4.3746275	1.63709375
3	3.0	510.0	3.39746392911	1.38460301344	3.8780175	1.38289625
4	4.0	532.0	3.15757291057	1.4207720848	3.5466	1.17341625
5	5.0	555.0	2.85934883116	1.48121620517	3.193715	1.05438875
6	6.0	650.0	2.20828742131	1.49507167424	2.458795	0.870345
7	7.0	676.0	2.16771666944	1.43967756161	2.374945	0.77361125
8	8.0	715.0	1.83803718128	1.38878064974	2.1532975	1.0014625
