	Unnamed: 0	wl	a_mean	a_std	a_median	a_IQR
0	0.0	412.0	2.10711562473	0.0275656020316	2.10745	0.0075175
1	1.0	440.0	1.22883269296	0.011247304586	1.2291175	0.0046625
2	2.0	488.0	0.580961391745	0.00834080654206	0.5812225	0.0038825
3	3.0	510.0	0.436664630095	0.00738995486098	0.4370725	0.00325875
4	4.0	532.0	0.356192364214	0.00873991593146	0.3565425	0.00347375
5	5.0	555.0	0.272113560925	0.00780796740281	0.272405	0.0036175
6	6.0	650.0	0.124869833781	0.00692982703279	0.12513	0.00283875
7	7.0	676.0	0.124632980974	0.0067093099501	0.124905	0.00294
8	8.0	715.0	0.0720389237797	0.00604983831154	0.07226	0.00259125
