	Unnamed: 0	wl	a_mean	a_std	a_median	a_IQR
0	0.0	412.0	37.9607130713	2.43401767673	37.4877483333	1.75874666667
1	1.0	440.0	25.9044225762	2.61820607701	25.3164233333	1.752825
2	2.0	488.0	15.1002858402	2.65429840212	14.49387	1.73998333333
3	3.0	510.0	12.5389104548	2.66129059836	11.9094966667	1.7618325
4	4.0	532.0	10.5207785799	2.67520610594	9.91584166667	1.74869
5	5.0	555.0	9.07397445497	2.73739287705	8.45250833333	1.8025775
6	6.0	650.0	5.31710185387	2.57507884444	4.73991166667	1.60021916667
7	7.0	676.0	4.73231199592	2.63618803569	4.16106	1.63410083333
8	8.0	715.0	4.05116888214	2.614211982	3.45523666667	1.7635625
