	Unnamed: 0	wl	a_mean	a_std	a_median	a_IQR
0	0.0	412.0	4.63448907331	0.0104727871652	4.633815	0.01061625
1	1.0	440.0	2.70750623793	0.00490755739032	2.7071825	0.00618875
2	2.0	488.0	1.27033112267	0.00356442537126	1.270145	0.00397375
3	3.0	510.0	0.952296062548	0.00326315793082	0.95204	0.00333875
4	4.0	532.0	0.738934982538	0.00358149461239	0.738685	0.00315875
5	5.0	555.0	0.557310631114	0.00327151897261	0.557075	0.00306125
6	6.0	650.0	0.192856769908	0.00283066728605	0.19271	0.002375
7	7.0	676.0	0.166892014845	0.00275802554285	0.1666725	0.00244125
8	8.0	715.0	0.0942886677373	0.0024432445409	0.094075	0.0022525
