	Unnamed: 0	wl	a_mean	a_std	a_median	a_IQR
0	0.0	412.0	44.5156961209	2.56653762723	43.9878383333	2.6388425
1	1.0	440.0	31.9125303321	2.68741069384	31.3515433333	2.91562666667
2	2.0	488.0	20.4524991084	2.91972138615	19.7543083333	2.9904425
3	3.0	510.0	17.5557759999	2.92476383527	16.88628	2.98109166667
4	4.0	532.0	15.2610380336	2.76869839111	14.6970766667	3.00089333333
5	5.0	555.0	13.7065352184	2.97590152577	13.120175	3.20698333333
6	6.0	650.0	9.68039497559	3.05412441051	9.08962833333	3.09370583333
7	7.0	676.0	9.08614752703	2.94418810857	8.48400666667	2.98613583333
8	8.0	715.0	7.99922397743	3.0427742222	7.38512333333	3.15454166667
