	Unnamed: 0	wl	c_mean	c_std	c_median	c_IQR
0	0.0	412.0	39.1293683011	8.06191519824	36.8996716667	2.29153666667
1	1.0	440.0	27.1527810542	8.60844296426	24.7790633333	2.2401625
2	2.0	488.0	16.6670182411	8.9261059953	14.17864	2.05118833333
3	3.0	510.0	14.1383886365	9.28860136258	11.6346766667	2.07905083333
4	4.0	532.0	12.1237694647	8.82471739097	9.649675	2.20179083333
5	5.0	555.0	10.5812783033	8.4938438185	8.21670833333	2.04960416667
6	6.0	650.0	6.84540531969	8.12148816308	4.546915	2.10686
7	7.0	676.0	6.21176570912	8.33143539133	3.901945	1.90884333333
8	8.0	715.0	5.78940550888	8.98667210918	3.33682333333	2.0113175
