	wl	a_mean	a_std	a_median	a_var	a_IQR
0	412.0	1.98809952174	0.0047305020748	1.98825	2.23776498797e-05	0.0063025
1	440.0	1.150058	0.00316048352661	1.15032	9.988656122e-06	0.00394
2	488.0	0.543629369565	0.00273887590334	0.543935	7.50144121389e-06	0.0034975
3	510.0	0.409069326087	0.00248623166878	0.409345	6.18134791086e-06	0.0033
4	532.0	0.337331065217	0.00260896718187	0.33764	6.80670975609e-06	0.0034125
5	555.0	0.256568282609	0.0026198161984	0.2568	6.86343691342e-06	0.0032425
6	650.0	0.111956369565	0.00212879431195	0.112125	4.5317652226e-06	0.002805
7	676.0	0.113386173913	0.00197423803789	0.11354	3.89761583025e-06	0.0027475
8	715.0	0.0740728478261	0.00183198522588	0.07424	3.35616986786e-06	0.0023475
