	wl	c_mean	c_std	c_median	c_IQR
0	412.0	3.83096832759	0.189814110577	3.755895	0.0829175
1	440.0	3.17806	0.18403814546	3.106695	0.0806225
2	488.0	2.53489212069	0.188819061068	2.458995	0.08165
3	510.0	2.30711872414	0.190741311791	2.23126	0.0884825
4	532.0	2.15826751724	0.186820137296	2.08346	0.0857325
5	555.0	1.96767943103	0.188772847668	1.89112	0.08872
6	650.0	1.53057015517	0.185896258829	1.455875	0.092665
7	676.0	1.48876405172	0.195227118845	1.41218	0.09369
8	715.0	1.3579037931	0.193819909244	1.278645	0.084805
