	wl	a_mean	a_std	a_median	a_IQR
0	412.0	2.60812732759	0.0909977000844	2.57538	0.06383
1	440.0	1.73905136207	0.0865588024319	1.70705	0.05791
2	488.0	0.982943275862	0.0834250566247	0.953725	0.0568425
3	510.0	0.78983062069	0.0829014023163	0.761405	0.0572775
4	532.0	0.655814741379	0.0848698297014	0.62673	0.05801
5	555.0	0.550735862069	0.0838031329198	0.51969	0.0564375
6	650.0	0.347486931034	0.0822170258237	0.316975	0.0520975
7	676.0	0.385920241379	0.0851738429482	0.354475	0.0551775
8	715.0	0.255299931034	0.0832571467065	0.224815	0.05345
