	wl	a_mean	a_std	a_median	a_IQR
0	412.0	8.92303032508	3.68399571474	8.285695	5.004435
1	440.0	8.01421597523	3.49387840368	7.46497	4.9875
2	488.0	7.35332636223	3.54922009164	6.795625	4.6554475
3	510.0	7.21330043344	3.48356775874	6.47853	4.705025
4	532.0	7.07008568111	3.44943340101	6.56925	4.5797825
5	555.0	7.00084317337	3.28052983418	6.39516	4.2446475
6	650.0	6.71168911765	3.25955322076	6.24926	4.1523875
7	676.0	6.7554755418	3.15276197704	6.3727	4.2099375
8	715.0	6.6227875387	3.22258455982	6.17145	4.4373075
