	wl	a_mean	a_std	a_median	a_var	a_IQR
0	412.0	6.95289718447	0.0128047933713	6.9518	0.000163962733281	0.01696
1	440.0	4.44997909385	0.0104201951689	4.44749	0.000108580467358	0.01575
2	488.0	2.32299877023	0.00767647924166	2.32151	5.89283335477e-05	0.01192
3	510.0	1.8350207767	0.00700521559259	1.83421	4.90730454987e-05	0.01091
4	532.0	1.47245300971	0.0065605025101	1.47136	4.3040193185e-05	0.0091
5	555.0	1.18636288026	0.00542839017794	1.18578	2.94674199239e-05	0.00691
6	650.0	0.727555987055	0.00418195521597	0.72674	1.74887494284e-05	0.0063
7	676.0	0.757836278317	0.00542758341746	0.75745	2.94586617535e-05	0.00798
8	715.0	0.472330906149	0.00356656768061	0.47206	1.27204050204e-05	0.00564
